afsosnak,افسوسناڪ
wejhrayoon,ويجهڙايون
agerain,آڱرين
khanyaaeen,کنيائين
dinbhiyo,ڏنڀيو
saintedred,سينٽيدريڊ
ghurando,گهرندو
ghuriyoon,گهريون
boteri,ٻوٽڙي
rachnasaz,رچناساز
dictation,ڊڪٽيشن
mosveen,موسوين
partagezan,پرتگيزن
dakoment,ڊاڪومينٽ
naleri,ناليري
raed,ريڊ
jhagro,جھڳڙو
stechot,اسٽيچوٽ
okhae,اوکائي
parojya,پروجيا
shyo,شيو
jhugto,جهڳٽو
sariyoon,سريون
alkhor,الخور
sumhandi,سمهندا
ganje,گنجي
aady,آڌي
digheri,ڊگهيري
birahaman,برھمڻ
qulhan,قلعن
gurohan,گروهن
mushkanda,مشڪندا
athog,اٺوڳ
phutyun,ڦٽيون
conferensoon,ڪانفرنسون
nasazi,ناسازي
bukhal,بخل
arbilo,اربيلو
chhalkan,ڇلڪن
noshia,نوشيءَ
wathandyo,وٺنديو
rawaji,رواجي
sazbaz,سازباز
budar,بوزدار
siriyaa,سريا
heven,ھيون
monophylatic,مونوفائليٽڪ
birtish,برٽش
chamkandar,چمڪندڙ
muqbaran,مقبرن
baamgartan,بامگرٽن
municipalisty,ميونسپالسٽي
miqdaroon,مقدارون
fezo,فيضو
keerk,ڪرڪ
zalan,ضلعن
qandhar,قنڌار
maraaton,مراعتون
jhanvi,جھانوي
uho,اُھو
ghazni,غزني
mubani,مباني
khakhyoun,ککيون
manjeen,مڃين
leepre,ليپري
warean,ورھين
arden,اردن
badzad,بدزاد
chhorendar,ڇوڙيندڙ
kangredar,ڪنگريدار
laaparwah,لاپرواهه
blake,بليڪ
albalgha,البلغا
naatoon,نعتون
fatni,فتني
kalaabi,ڪلابي
dileria,دليريءَ
pusi,پسي
dhika,ڌڪا
chekan,چيڪن
kheraldeen,خيرالدين
wegana,ويڳاڻا
garmiyun,گرميون
zaberban,زبيربن
serventies,سروينٽيز
zafan,ضفن
hanooman,هنومان
numayaee,نماڻائي
gulkaari,گلڪاري
wakeende,واڪيندي
wasareen,وسارين
sacheti,سچيتي
halandiyoon,ھلنديون
darma,درما
meerwani,ميرواڻي
fanparo,فنپارو
orat,اورت
docator,ڊاڪٽر
belmopan,بيلموپن
mathaun,مٿانئن
rahyaan,رهيان
besal,بيسل
fahmia,فهميءَ
technicy,ٽيڪنيڪي
khudkashi,خودڪشي
nandhri,ننڍڙي
sachae,سچائي
bajaranie,بجاراڻي
scatches,اسڪيچس
fareeq,فريق
sangratkiyen,سنگرتڪين
aaend,آئيند
afereci,آفريقي
arastah,آراسته
sikiladho,سڪي
hirasati,حراستي
parji,پرجي
bathore,بٺوري
beld,بليڊ
parnayaeen,پرڻايائين
grohen,گروهن
baanhun,ٻانهون
piyarj,پيارج
phharphhot,ڦڙڦوٽ
dasgahoon,درسگاهون
bhethi,ڀيٺي
kamanu,ڪامڻ
pathlae,پٿلائي
jeewaran,جيوڙن
gheen,گهين
koryal,ڪوڙيل
takriyoon,ٽڪريون
baslo,بسلو
mughliya,مغليا
milkaji,ملڪجي
dinyoonshahh,ڏنيونشاهه
sanwariyo,سنواريو
toba,ٽوٻا
aghriyoon,اڳڙيون
pachae,پچائي
anvirmentalst,اينوائرمينٽلسٽ
jobhan,جوڀن
disender,ڏسندڙ
ubhron,اُڀرڻ
langee,لنگي
aasyen,آسين
puchhiyam,پڇيم
shekhawati,شيخاوتي
khabat,خبط
khushqismatia,خوشقسمتيءَ
adakarniyen,اداڪارڻين
gandhji,ڳنڍجي
abdulaleem,عبدالعليم
munafi,منافي
baleegh,بليغ
farzand,فرزند
werahiyo,وراهيو
darulfiyooz,دارالفيوض
hetheean,هيٺيئن
meklorod,ميڪلوروڊ
sheba,شيبه
unhia,اِنهيءَ
alberts,البرٽس
kohriyoon,ڪوهڙيون
uthareendar,اٿاريندڙ
phhurkae,ڦڙڪائي
deblia,ديبليءَ
jhagre,جهڳڙي
chhaarho,ڇاڙهو
course,ڪورسن
phhadan,ڦڏن
ubran,اُڀرن
kharqo,خرقو
aankhon,آنکون
jawabpur,جوابپور
khotayo,کوٽايو
maqbulita,مقبوليت
unhea,اُنهيءَ
zakheem,زخيم
manjayn,مڃائڻ
hikaey,هڪئي
alho,الهو
portet,پورٽيٽ
soqat,صوقت
gaeji,ڳائجي
banayo,بڻايو
buzurganah,بزرگانه
maandho,مانڌو
medo,ميدو
muniyarki,منيارڪي
namorsiyasi,نامورسياسي
sasral,سسرال
darzaki,درزڪي
kherkhwahan,خيرخواهن
badlie,بدلي
saghara,سگھارا
haboob,حبوب
hazari,حاضري
ahsani,احساني
alihqaf,الاحقاف
gulokaraoon,گلوڪارائون
imteen,امتين
angaee,انگئي
muan,موئن
musliman,مسلمان
motargadiyen,موٽرگاڏين
romia,روميءَ
talibanan,طالبانن
saz,ساز
komlah,ڪومله
samoori,سموري
welham,ويلهم
hispaniyola,هسپانيولا
ghatyaon,گھٽائڻ
tarekhoon,تاريخون
mominan,مؤمنن
namisti,نمستي
darsani,درساڻي
pokhenda,پوکيندا
mention,مينشن
jumraat,جمرات
dohol,دهل
harnia,هرڻيءَ
starter,اسٽارٽر
practices,پريڪٽسز
puhtaseen,پهتاسين
weh,ويھ
jadhojhat,جدوجھد
contonment,ڪنٽونمينٽ
doorahoon,ڏورانهين
arnico,آرنيڪو
wirhango,ورهاڱو
deskaar,ديسڪار
kamaendo,ڪمائيندو
albeeno,البينو
baqrani,باقراڻي
bhootani,ڀوتاڻي
misji,مسجي
eslamic,اسلامڪ
lagandiyoon,لڳنديون
umbeeno,امبينو
khalaatoon,خلعتون
charta,چارٽا
bukheso,بخشو
masoran,مصورن
holas,هولس
sabajho,سٻاجهو
aljalabi,الجلابي
khech,کيچ
meternal,ميٽرنل
mahfoozana,محفوظه
processors,پروسيسرز
khudshi,خدشي
tharo,ٺارو
mustafez,مستفيض
reharsal,رهرسل
chaptra,چپترا
pencholi,پينچولي
ashmael,اشمائل
wisaren,وسارڻ
transmit,ٽرانسمٽ
glori,گلوري
termimoon,ترميمون
rahnumaaeea,رهنمائيءَ
waeya,وائيءَ
khoordbeenan,خوردبينن
aareeja,آريجا
tanqedon,تنقيدون
rakhiyen,رکين
yaaddasht,يادداشت
baseendiyoon,باسينديون
wejhobanyah,ويجهوبانيه
lehraendyoun,لهرائينديون
araein,آرائين
shaab,شهاب
kaltin,ڪلنٽن
piyaliyoon,پياليون
kheraeen,کيرائين
ghatbo,گهٽبو
chemistrya,ڪيمسٽريءَ
aazadana,آزادانه
beshop,بشپ
koklata,ڪوڪلتا
jemkhalift,جيمخالفت
alfars,الفرس
bhogiyoon,ڀوڳيون
jelis,جيلس
khetran,کيترن
malhaendi,ملهائيندي
nawazyaeen,نوازيائين
protectorate,پروٽيڪٽوريٽ
mundoon,مندون
mushaaro,مشاعرو
hafsah,حفصه
cabnet,ڪيبنيٽ
daarogho,داروغو
ranheen,رانهين
koreearo,ڪوريئڙو
protacksion,پروٽيڪشن
shameeranat,شميرانات
patolmi,پٽولمي
malhan,ملهن
lekhbi,ليکبي
mahajir,مھاجر
ibraneen,عبرانين
gadagar,گداگر
dabkiyoon,دٻڪيون
sunghae,شنگهائي
sadora,سدورا
goveen,گوين
qades,قديس
sawembho,سويمڀو
manjendas,مڃيندس
samrajyan,سامراجين
takhelat,تخيلات
chhaehh,ڇويهه
aharoie,اهڙوئي
hadeed,حديد
chromaticity,ڪروميٽيسٽي
tanasal,تناسل
bandobastan,بندوبستن
nakarah,ناڪاره
shalok,شلوڪ
mithri,مٺڙي
alfawad,الفواد
alfaq,الفق
sekar,سيڪر
puhte,پھتي
likhani,لکڻي
asnad,اسناد
jamadi,جمادي
khebrani,خيبراڻي
artqaa,ارتقاء
heral,هيرل
paijee,پئجي
mojzan,موجزن
waythi,ويٺي
afghani,افغاني
khatiyal,کٽيل
hakhamansheen,هخامنشين
abaldas,ابلداس
machiyal,مچيل
hemrage,هيمريج
koraeea,ڪورائيءَ
tramvi,ٽراموي
shemla,شيملا
filai,فلائي
zahrah,زهره
kangoro,ڪنگورو
jozee,جوزي
gunza,گنزا
gojranwalah,گوجرانواله
hikma,حڪما
rawul,رول
soeenda,سوئيندا
sewagram,سيواگرام
norzaee,نورزئي
uzab,عضب
awaji,اواجي
rohiyoon,روهيون
aazad,آزاد
mushahidan,مشاهدن
miliyoon,مليون
khatal,کٽل
werahi,ورھائي
nisae,نسائي
chomaaso,چوماسو
superfeciality,سپرفيشلٽي
rachandiyoon,رچنديون
phhadiyoon,ڦڏيون
rageendar,راڳيندڙ
chodeheena,چوڏهينءَ
seerap,سيڙپ
thahji,ٺاهجي
wisaari,وساري
projektar,پروجيڪٽر
chhenta,ڇينٽا
hangar,هنگر
alasood,الاسود
auaten,اُتان
aarzaan,آرزان
phaahay,ڦاھي
mukhliqatah,مخلقته
frederic,فريڊرڪ
sumhan,سمهن
jhanjhatan,جهنجهٽن
aalomal,آلومل
restoration,ريسٽوريشن
mulhidan,ملحدن
puchhandi,پڇندي
bheteenda,ڀيٽيندا
nemis,نيمس
wirhan,وڙھڻ
abasia,عباسيءَ
aaryanah,آريانه
parchaan,پرچان
samjhaendo,سمجهائيندو
phhilko,ڦلڪو
aazaran,آزارن
phharphhrae,ڦڙڦڙائي
capstan,ڪئپسٽن
oonhoon,اونھون
warjaebo,ورجائبو
zayaratiyen,زيارتين
shiltz,شلٽز
sadarat,صدارت
megawatt,ميگاواٽ
karnak,ڪرناڪ
sarhaa,سرها
jabiq,جابق
ubhrandeen,اڀرندين
badhiyoon,ٻڌيون
bretan,بريٽن
dehade,ڏهاڙي
safoorah,صفوره
takhek,تکيڪ
papae,پاپائي
crafat,ڪرافٽ
warsan,ورثن
nigah,نگاھ
bhochpur,ڀوچپور
fitre,فطري
diariyoon,ڊائريون
tazkare,تذڪري
jhangan,جهنگن
ubhariya,اُڀاريا
ikhtitam,اختتام
laraayan,لڙاين
niyaoon,نيائون
harduwar,هردوار
fermentation,فرمينٽيشن
deradoon,ديرادون
tajzya,تجزيا
ranbhandi,رنڀندي
qaloobaham,قلوبهم
dithaseen,ڏٺاسين
huzoor,حضور
aamadroofat,آمدروفت
chashat,چشت
clister,ڪلسٽر
shadam,شدم
afoonat,عفونت
moqye,موقعي
peeati,پيئتي
mithriyo,مٺريو
ustadoon,استادون
makhbo,مکبو
tarmoori,ترموري
peradi,پڙاڏي
chhadni,ڇڏڻي
ashaitoon,اشاعتون
kangnyan,ڪنگڻين
salahatiyoon,صلاحتيون
mangamil,منگامل
naanan,نانن
aakha,آکا
langraj,لنگراج
yadgireea,يادگيريءَ
mushaeran,مشاعرن
phhabaain,ڦٻائڻ
jazaer,جزائر
sozi,سوزي
nukhan,نکن
daakhli,داخلي
mahajar,مهاجر
vechare,ويچاري
qaidah,قائده
graduatis,گريجوئيٽس
emprior,امپريئر
singmandal,سنگمنڊل
kalheen,ڪلهين
mushahidati,مشاهداتي
digria,ڊگريءَ
khabardari,خبرداريءَ
pahanji,پهنجي
yazeedi,يزيدي
kadhna,ڪڍڻا
airobic,ايروبڪ
gunja,گنجا
chhaapan,ڇاپڻ
rent,رينٽ
golki,گولڪي
lekhenda,ليکيندا
buy,بئي
sanchan,سانچن
arbeen,عربين
ghumee,گهمي
rapan,رپن
mumlikhat,مملکت
sewhan,سيوهڻ
jahid,جاهد
krozer,ڪروزر
werhaeyo,ورهائيو
samjhayindo,سمجهائيندو
zardasht,زردشت
pahrel,پهريل
zabiti,ضابطي
halayein,ھلائڻ
rehandi,رهندي
thareen,ٿرين
prohat,پروهت
khulsaso,خلاصو
naqshband,نقشبند
chelhar,چيلهار
parwari,پروري
siddiqi,صديقي
paesreen,پئسرين
countancy,ڪائونٽنسي
yakan,يڪن
duniyaoon,دنيائون
jonnee,جوڻي
monheen,مونهين
aaeenedar,آئينيدار
lekchraar,ليڪچرار
pharhiyoon,ڦرهيون
aromal,ارومل
gherjanbdari,غيرجانبداري
dekharen,ڏيکارين
alnauman,النعمان
jeeandee,جيئندي
maqnatees,مقناطيس
sathan,سٿڻ
sahafit,صحافت
muhtaji,محتاجي
asghar,اصغر
mathbharaep,مٿڀرائپ
maarho,ماڙهو
keseeno,ڪيسينو
standardisation,اسٽينڊرڊائيزيشن
dolaeti,دولائتي
judyal,جڙيل
umaniyaoon,اماڻيائون
telvivision,ٽيلويويزن
anatoliah,اناطوليه
whisakey,وسڪي
bhoonge,ڀونگي
melotation,ميلوٽيشن
dahen,ڏهين
redyaey,ريڊيائي
suljhaae,سلجهائي
kamdar,ڪمدار
haveliyun,حويليون
kamaria,ڪماريءَ
zarooria,ضروريءَ
colmenist,ڪالمنسٽ
thyan,ٿيان
khedyal,کيڏيل
mangendi,مڱيندي
jachji,جاچجي
bigaro,بگاڙو
dhaaki,ڌاڪي
daryani,درياني
tarsandas,ترسندس
gusan,گسن
spread,اسپريڊ
najarban,نجربن
werzhayal,ورزھايل
aawela,آويلا
porali,پورالي
kanwaretan,ڪنواريتن
pekani,پيڪاني
wisran,وسرڻ
tezraftar,تيزرفتار
mithyan,مٺين
gumrah,گمراه
daang,ڊانگ
peenghoon,پينگھون
nijasat,نجاست
nevero,نيورو
muttaau,متاع
kamaeji,ڪمائجي
poete,پوئتي
agan,اڱڻ
aknamik,اڪنامڪ
kemron,ڪيمرون
matando,مٽندو
somaly,صومالي
alkalaeen,الڪلائين
ellert,ايلرٽ
publications,پبلڪيشنز
wetho,ويٺو
gavahee,گواهي
porhiae,پورهئي
patlo,پتلو
burjing,برجنگ
saholata,سھولت
muhabatan,محبتن
lemasol,ليماسول
steak,اسٽيڪ
ax,عڪس
naakami,ناڪامي
barae,براء
wehayo,وهايو
loondiyen,لونڊين
wahia,وهيءَ
chalakeea,چالاڪيءَ
commodification,ڪموڊيفيڪشن
boatbasen,بوٽبيسن
fundiya,فنڊيا
chhaapey,ڇاپي
agh,اڳ
clerk,ڪلارڪ
muhman,مهمن
behrtera,بهتريءَ
janhank,جنهنڪ
phathkay,ڦٿڪي
kahkashaeen,ڪهڪشائين
maastrana,ماسترن
narooda,نرودا
khilfae,خلفاءِ
udasia,اداسيءَ
taifa,طائفا
pareet,پريت
punhoona,پنهونءَ
trienty,ٽرائنٽي
barhanesh,برهانيش
agaryoun,اڳڙيون
asaro,آسرو
ikhtiyariyoon,اختياريون
assembli,اسمبلي
toham,توهم
sagala,سگالا
saeedallah,سعيدالله
shood,شود
barth,برٿ
qedkhano,قيدخانو
tabdal,تبدل
kabeenah,ڪابينه
baweheen,ٻاويهين
badri,بدري
mileshiya,مليشيا
tojehoon,توجيهون
zareefano,ظريفانو
chhoe,ڇوئي
goaar,گوار
hindomat,هندومت
pablikeshan,پبليڪيشن
wisaern,وسارڻ
peshan,پيشن
sanjanan,سڃاڻن
darhoona,ڏاڙهونءَ
bhenoon,ڀيڻون
tameer,تعمیر
dhukan,ڌڪن
parkash,پرڪاش
skont,سڪونت
ondhh,اوندھ
baldoz,بلدوز
mutnaqil,متنقل
aaber,آبڙ
chalh,چله
peehanda,پيهندا
rachayo,رچايو
bedamshikan,بيدمشڪن
paresiryan,پاڙيسرين
daraawaraawaran,دراوڙن
makran,مڪڙن
wichhrandar,وڇڙندڙ
tahkandar,ٽهڪندڙ
olhaeena,اولهائينءَ
panjwehoon,پنجويھون
moqaa,موقعا
zanjeerun,زنجيرون
kharadar,کارادر
andhan,انڌن
marshilan,مارشلن
konroa,ڪونروءَ
pardeep,پرديپ
bursar,برسر
jharee,جهري
jamaliat,جماليات
muree,مريد
qora,ڪورا
tamnaoon,تمنائون
gandri,ڳنڍڙي
sujaniyen,سڃاڻين
soki,سوڪي
aakyartho,آڪيارٿو
mushirakan,مشرڪن
pokirdas,پوڪرداس
vindan,ونڊن
farmaishi,فرمائشي
hakhmaneshi,حخمانيشي
panjhjan,پنهجن
mapeenda,ماپيندا
chawayaeen,چوايائين
guleli,گليلي
hangreen,هنگرين
aghra,اڳڙا
paltyo,پلٽيو
baedah,بعده
chorpur,چورپور
waranah,وارانه
chaween,چوين
selra,سيلرا
khilye,کليي
kujhh,ڪُجهه
jagayo,جاڳايو
martazvi,مرتضوي
khaof,خوف
aramgha,آرامگاهه
ubhare,اڀاري
helmond,هيلمنڊ
pathreliyo,پٿريليو
musahif,مصاحف
perh,پڙهه
bukharah,بخاره
karaeta,ڪارائتا
hameshah,ھميشه
muaqid,معقد
kaaneh,ڪانھ
fiskal,فسڪل
bachayaeen,بچايائين
jania,جانيءَ
sehrabani,سهراباڻي
kempori,ڪيمپوري
janahnkary,جنھنڪري
depo,ڏيپو
fashermenz,فشرمينز
dhareje,ڌاريجي
faaslo,فاصلو
mutalibi,مطالبي
nuskhan,نسخن
bigraniyen,بگراڻين
mutehda,متحدہ
wamee,ومي
julbaniyen,جلباڻين
sindion,سنديون
ghoron,گھوڙن
probationary,پروبيشنري
puchhyaoonas,پڇيائون
cenima,سينيما
mushraf,مشرف
rosar,روسر
kanhankhe,ڪنهنکي
lundi,لنڊي
samoriyaan,سمورين
dashat,داشت
jagio,جاڳيو
sheedaen,شيدائن
taezeema,تعظيما
ghataie,گھٽائي
olad,اولڊ
khushboo,خوشبو
ehe,اھي
tasnifoon,تصنيفون
wasaenda,وسائيندا
marandiyoon,مرنديون
chabotro,چبوترو
jotwania,جوتواڻيءَ
berak,بيرڪ
rakhshani,رخشاڻي
morelos,موريلوس
pukhtagia,پختگيءَ
aarar,آراڙ
chiknae,چڪنائي
nuqta,نقطهء
maep,مئپ
haquim,حاڪم
kalorkot,ڪلورڪوٽ
fruit,فروٽ
majamdar,مجمدار
hos,هوس
areebak,عريبڪ
anqreeb,عنقريب
tobako,ٽوباڪو
ecosistem,ايڪوسسٽم
saghno,سگهڻو
latiyal,لٽيل
positionan,پوزيشنن
nethaon,نٽهڻ
ridh,رڍ
makhdooman,مخدومن
dinhoon,ڏنهون
panjono,پنجوڻو
mutahmil,متحمل
laheendo,لاھيندو
jamaliyati,جمالياتي
karhyan,ڪڙهين
phahlabo,ڦهلبو
kaane,ڪاني
theeth,ٺيٺ
seerez,سيريز
aaswaniyen,آسواڻين
maeknatan,مئڪناٽن
veliyo,ويليو
begangi,بيگانگي
jharkeen,جهرڪين
thahraenda,ٺهرائيندا
jantro,جنترو
micrograms,مائڪروگرام
manqiz,منقض
hatayin,ھٽائڻ
integral,انٽيگرل
samoos,ساموس
theman,ٿيمن
tabe,تابع
clasks,ڪلاسڪس
abdalqayoom,عبدلقيوم
qawami,قوامي
grandness,گرينڊنيس
satkagan,ستڪاگن
yazidgird,يزدگرد
sekretar,سيڪريٽر
zindo,زندو
mulkaan,مالڪن
nadaq,ندق
khushhalania,خوشحالاڻيءَ
aadeo,آڊيو
mulee,مُلي
globet,گلوبٽ
khanno,کڻڻو
sindooqoon,صندوقون
tarsanda,ترسندا
quaidiazam,قائداعظم
marfology,مارفولاجي
sabooh,صبوح
fitrano,فطرانو
monofaeli,مونوفائلي
deenhoon,ڏينهون
ghuryo,گهريو
tawareekhi,تواريخي
dhhati,ڍاٽي
paiba,پائبا
homrachhi,هومراڇي
chitkamar,چٽڪمر
kakhi,ڪاکي
jhandan,جھنڊن
sarmor,سرموڙ
julbania,جلباڻيءَ
khoshboe,خوشبوء
khaencho,کائنچو
rukiyal,رڪيل
dhanaru,ڌنار
bhatran,ڀترن
qalif,قلف
tareekhoon,تاريخون
aarpar,آرپار
chambrandar,چنبڙندڙ
baadshaheen,بادشاهين
ghazo,غازو
mufasili,مفاصلي
rolee,رولي
jhirkan,جهرڪن
khudshe,خدشي
randakon,رنڊڪون
peelu,پيلو
warodh,وروڌ
baduk,بدڪ
sholdas,شولداس
andleeb,عندليب
parchani,پرچاڻي
maahooni,ماھوني
payoon,پيون
tadni,تڏڻي
neckal,نيڪال
jetan,جيتن
chopaan,چوپان
commenication,ڪمينيڪيشن
burano,برانو
ayaman,ايامن
gadamaria,گدامريءَ
khawandagia,خواندگيءَ
juloosan,جلوسن
qital,قتل
balia,ٻليءَ
bugliyoon,بگليون
khusoosan,خصوصاً
terfean,طرفين
albalagah,البلاغه
depwali,ڏيپوالي
dalpat,دلپت
shahrzad,شهرزاد
bethkan,بيٺڪن
seso,سيسو
doharia,ڏوهاريءَ
qibla,قبله
lagyoon,لڳيون
wastedaria,واسطيداريءَ
metan,ميٽن
paletform,پليٽفارم
principality,پرنسپلٽي
garmar,گرمر
satambar,ستمبر
giddamiree,گدامڙي
daqyanosi,دقيانوسي
karyaun,ڪريائن
baraniyen,ٻاراڻين
dewmalaee,ديومالائي
sapol,سپول
aneheen,اڻيهين
kawat,ڪواٽ
buking,بُڪنگ
lagaeen,لڳائين
wakar,وڪڙ
masoomia,معصوميءَ
parajantar,پراجنتر
directors,ڊائريڪٽرز
parlimentary,پارليامينٽري
tamilan,تاملن
suljhaendi,سلجھائيندي
manjhaeen,منجهائين
gidamree,گدامڙي
awanah,عوانه
kareenda,ڪريندا
borban,بوربن
palochistan,پلوچستان
hisee,حصي
kaprriyan,ڪاپڙين
ojhan,اوجهن
lusaniyatdanan,لسانياتدانن
bandobast,بندوبست
kharna,کرنا
nedarlendz,نيدرلينڊز
ubhrandad,اڀرندڙ
alooqah,علوقه
eltikao,ايلٽڪائو
pegoa,پيگوءَ
dhoonri,ڌونري
bagirani,باگراڻي
majsmosazi,مجسموسازي
ferozaldeen,فيروزالدين
yamamoto,ياماموٽو
kreman,ڪريمن
beemaren,بيمارين
aliaqan,علائقن
wijhanda,وجھندا
ench,اينچ
khazar,خزر
dancer,ڊانسر
wellfair,ويلفيئر
mushabahat,مشابهت
hark,هرڪ
korda,ڪورڊا
tasaan,تسان
roona,رُونا
kawrej,ڪوريج
mohtat,محتاط
noonari,نوناري
dawabo,دوابو
khanayal,کڻايل
ganayaoon,ڳڻايائون
rakhiyoon,رکيون
badmistia,بدمستيءَ
halaeji,هلائجي
chitsalia,چٽساليءَ
customery,ڪسٽمري
chhalaendam,ڇلائيندم
khilaya,کليا
dawasaaz,دواساز
parabjot,پرابجوت
matae,مَٽائي
dhhiloon,ڍلون
mustansarhaseen,مستنصرحسين
dokaro,ڏوڪارو
zahreleen,زهريلين
banjan,بنجن
sozak,سوزاڪ
numaende,نمائندي
aanchar,آنچر
bherpasay,ڀرپاسي
techniks,ٽيڪنڪس
senan,سينن
alfat,الفت
kebral,ڪيبرل
albumz,البمز
thahraebiyo,ٺهرائبيو
metdar,ميٽدار
hindokish,هندوڪش
kabootarbazia,ڪبوتربازيءَ
paariyoon,پاڙيون
alyaseen,الياسين
raank,رانڪ
dehashatgardi,دھشتگردي
