frental,فرنٹل
kachraas,کچراس
libresh,لبریش
kadr,قدر
kaswaal,کسوال
istiqbali,استقبالہٕ
utharhama,اٹھارہماہ
akbaran,اکبرن
gagri,گگری
koshremesar,کوشرمسار
bajadiyajib,بجادیاجب
hekumath,حکوٗمتھ
peheyl,پٔہلۍ
kavakaal,کواکال
qesmekis,قٕسمکِس
charlog,چارلوگ
paaninewith,پاننٲوِتھ
rainayi,رینایہِ
kirjatah,کرجاتاہ
keptilas,کیپٹلس
wushneir,وشنیر
opporator,اپوریٹر
ganvaan,گنوان
sheharas,شہرس
gardash,گردش
savaalas,سوالس
shungith,شۄنگِتھ
mizakrat,مزاکرت
transportero,ٹرانسپورٹرو
kirdiyakrit,کردیاکرت
maruz,معروض
haangul,ہانٛگُل
taeli,تٲلی
kalpas,کلپس
ehliyeti,اہلیتی
washaat,واشاعت
badbadaya,بڑبڑایا
tasendyen,تسٕندٮ۪ن
idakarka,اداکارکا
goldmedal,گولڈمیڈل
banin,بننٕۍ
ingrezmalaqat,انگریزملاقات
jokaam,جوکام
hendyen,ہنٛدٮ۪ن
takhtiyon,تختیوں
koskon,کوسکون
dafterki,دفترکی
hinozkhamosh,ہنوزخاموش
endremen,أندرِمٮ۪ن
chindraventi,چندراونتی
valaaman,ولامن
bhaanat,بھانت
yazeman,یٔزمن
kankalna,کانکلنا
helical,ہیلیکل
mamlikaton,مملکتوں
yesle,یَسلہٕ
ehaad,احاد
wasadat,وسعادت
bedas,بٔڈس
behtat,بہتات
komayos,کومایوس
parseneva,پرسنوا
seshnal,سیشنل
kochdan,کوچھڑان
asmanas,آسمانس
ilhashmi,الہاشمی
ghazlaney,غزلَنےٕ
khotiyen,خوتین
wopdaan,وۄپدان
elmani,علمانی
radiyat,ردیت
sangeng,سنگنگ
firny,پِھرٕنۍ
puris,پوٗرِس
kersi,کرسی
adhaanam,ادھانم
khafazati,خفاظتی
donkhe,دونکھٕ
komasjid,کومسجد
maneshwar,منیشور
hardu,ہردو
belicharana,بیلیچارانا
mujahid,مجاہد
mizakrat,مزاکرات
qareebiyon,قریبیوں
qaamyabi,کامیابی
wetshney,وٮ۪ژھنیہ
vulte,وُلٹہٕ
koleng,کولنگ
aspaas,اسپاس
mintes,منِٹس
kawapnapan,کواپناپن
jawaqliyaton,جواقلیتوں
pres,پرٮ۪س
taraki,ترقی
karferesh,کرفرش
yishan,یٖشن
yimy,یِمے
paryot,پریوت
amritseri,امرتسری
dayem,دایم
khemo,کھٮ۪موَ
kurah,کوٗراہ
karnavnuk,کرناونُک
kazbardasti,کازبردستی
vabag,وباغ
yiye,یِیہِ
ryetan,رٮ۪تن
semilatoras,سمیلیٹرس
yihei,یِۂے
waldkrishan,والدکرشن
persalami,پرسلامی
kyamodi,کیامودی
yetiyk,ییٚتِکۍ
lagayagiyatav,لگایاگیاتو
nooruk,نورُک
vakaat,واقات
roode,روٗدٕ
manzai,مَنٛزٕے
kiteh,کِتہ
menistery,منسٹری
burqa,بُرقہٕ
kambres,کمبرس
gatih,گٹہِ
pakaro,پکارو
jumz,جمز
ilaetiqad,الاعتقاد
idaras,ادارس
alfiter,الفطر
tsetith,ژٔٹِتھ
ikhlasek,اخلاصٕکۍ
mashhadi,مشہدی
mechine,مشیٖنہٕ
baatni,باطنی
beethi,بیٖٹھۍ
nahipehchanat,نہیںپہچانت
ikberabadi,اکبرآبادی
dorja,دورجا
khandwi,کھاندوی
phehlith,پھٔلِتھ
manensarkaar,مننسرکار
fanka,فنکا
explosiyoz,ایکسپلوسیوز
sakhaa,سکھا
mubser,مُبصِر
zayih,ضٲیع
regency,ریجنسی
borino,بورینو
faryaad,فریاد
shumeri,شمٲری
chomna,چومنا
khaar,خار
almarzoni,المرزونی
kushish,کوٗشش
rehnumachna,رہنماچنا
shafali,شفالی
gardion,گردیون
kahaen,کہٲنۍ
terev,تروو
paasak,پاسک
ilman,علمن
henzan,ہنٛزن
apayan,اپاین
entroduction,انٹروڈکشن
khoshnoodi,خوشنودی
bechan,بیچھان
meksim,میکسِم
mashwaraat,مشورات
vaqa,واقعہٕ
godenyuk,گۄڈنٛیُک
jurath,جوٗرتھ
trawtem,ترٛاوتم
aasakh,آسکھ
zadgan,زادگان
nafran,نفرن
theteras,تھیٹرس
metsrawni,مُژراونہٕ
kazhab,کذہب
tashdedkarnama,تشددکارنامہ
janglu,جنگلو
aakher,آخر
gotsh,گوٚژھ
daraamadko,درآمدکو
ijtima,اجتما
sangadh,سنگڑھ
karav,کَرو
qalaas,کلاس
pachda,پچھڑا
katazkarah,کاتذکرہ
nandkemar,نندکمار
yezi,یزِ
vaanas,وانس
parzenawnuk,پرزٕناونکُ
dabistan,دٔبِستان
mangtilaloharan,منگتلالوہارن
raagnan,راگنن
baanpat,بانپت
khaanpo,خانپو
dekhajayetev,دیکھاجایتو
dandoti,ڈنڈوتی
gaad,گاڈ
baldastan,بلدستان
makhbari,مخبری
tihes,تہس
ewardzka,ایوارڈزکا
shaarp,شارپ
kirdar,کرِدار
daamat,دامت
sambhlen,سنبھلن
phyel,پھیل
imarits,عمارٔژ
yadras,یادرس
qamra,کمرا
genzravaan,گٔنزراوان
matnuyi,متنوعی
yehudiyan,یہوٗدیَن
parwun,پروُن
mazdurak,مزدورک
ramnomi,رامنومی
katrol,کٹرول
inkilabi,اِنقلابۍ
unwane,عنوانہٕ
asihey,آسِہے
daawa,دعویٰ
qoh,کوہ
baj,باج
lehrata,لہراتا
gabra,گبرا
kamsan,کمسن
feldmalazmin,فیلڈملازمین
eksiyan,ایکسین
rotriyon,روٹریوں
watnawe,واتناوِ
berocratic,بیروکریٹک
codestricket,کوڈسٹرکٹ
sardmehri,سردمہری
perferaham,پرفراہم
shirazak,شیرازک
jaskosarkari,جسکوسرکاری
ramsaal,رمثال
tseth,ژٮ۪تھ
agarkangna,اگرکنگنا
washingtonafganistan,واشنگٹنافغانستان
yelojikal,یلوجیکل
fladelfiya,فلاڈیلفیا
shelteron,شیلٹروں
rehakardiya,رہاکردیا
vatnaven,واتناوٕنۍ
auditorium,آڈیٹوریم
maqale,مقالٕہ
istilahat,اصطلاحات
excalia,ایکسکیلیا
washingtonpantagon,واشنگٹنپنٹاگون
kirdari,کرداری
daaraab,داراب
netijas,نتیجس
maren,مَرن
krishchen,کرشچن
neeyr,نیٖرۍ
raqes,رقص
mohqeq,محقق
fogang,فوگنگ
lagaawne,لگاونہٕ
agrun,اگرون
misaali,مِثالہِ
chheyk,چھیٚکۍ
niyalganah,نیالگاناہ
zakhiron,ذخیروں
barabarhoti,برابرہوتی
maadiyat,مادیت
tehreeren,تحریٖرن
hupeyr,ہُپٲرۍ
intizamiyas,انتظامیس
elite,ایٖلیٹ
tengmergnational,ٹنگمرگنیشنل
pakneek,پکنیک
aaraan,آران
mediapercaphy,میڈیاپرکافی
khaat,کھات
kyaazi,کیازِ
rajem,رجم
chhabela,چھبیلا
balwa,بلوا
istiar,استعار
diyajachika,دیاجاچکا
kosmaart,کوسمارٹ
laanki,لانکہِ
loug,لوٚگ
satarposhi,سترپوشی
daanat,دانت
releshan,رلیشن
tihund,تِہُند
hainbhajpa,ہیںبھاجپا
zenith,زٲنِتھ
arcticture,آرکٹیکچر
poshe,پوشہٕ
eqeed,عقیَد
saltaaf,سلطاف
sethe,سٮ۪ٹھٕے
asymptomatic,اسمپٹومیٹک
kogjerbekerwal,کوگجربکروال
itlak,اطلاق
maqnatiyas,مقناطیس
gaho,گاہو
albaab,الباب
waisey,ویسے
doctordashnet,ڈاکٹردشنت
noraan,نوران
iltigaban,التغابن
omaa,اوما
manath,مٲنتھ
chorpan,چورپن
varem,ورم
tanohar,تنوہر
mawaazne,موازنہٕ
gamapa,گاماپا
mankashaph,منکشف
munhasirkar,منحصرکر
balatkari,بلاتکاری
qut,کوٗت
garuq,گرُک
zav,زاو
yahudiyan,یہوٗدیَن
afsaneh,افسانہٕ
majaad,مجاد
parmesteheq,پرمستحق
dulle,ڈُلہٕ
sadbhav,سدبھاو
badlavene,بدلوٕنہٕ
zur,زُور
dikshenery,ڈکشنری
lyakh,لیکھ
asnas,آسنس
yetshnavni,یژھناونہٕ
falo,پھلو
ifaardi,افاردی
dushvar,دُشوار
latarha,لاتارہا
agarmasjid,اگرمسجد
confectionary,کنفیکشنری
menisterz,منسٹرز
risasat,رساست
tshenith,ژٕھنِتھ
taslaah,تسلاہ
chodhrahat,چودھراہٹ
emaaraat,عمارات
khachanof,خاچانوف
lokas,لوکس
alelan,العلان
nigervadi,نگروادی
panka,پنکا
chalajatah,چلاجاتاہ
ihendyen,أہندٮ۪ن
syod,سیوٚد
paghal,پگھل
azaab,عذاب
kishtevadayan,کشتواڑاین
flapkart,فلاپکارٹ
jhomar,جھومر
bate,بتہٕ
bechi,بیٚچھِ
bandkerdiyat,بندکردیت
kormy,کوٚرمےٚ
yihne,یٚہِنہ
yadihat,یادیہات
warsinzi,ورسنٕزِ
korsavakiya,کورسواکیا
khargosh,خرگوش
yithi,یِتھٕ
vatun,واتُن
pulber,پلبر
beroz,بیروز
mosiqiyat,موسیقیت
chandna,چاندنا
faide,فٲیِدٕ
triash,ترٛیش
jurmech,جُرمچٕ
kanhaal,کنہال
raghvenshi,رگھونشی
dokhal,دۄکھل
wonun,ووٛنُن
dansing,ڈانسنگ
duyh,دوٚہۍ
partapar,پرتاپر
ishrifiyat,اشرفیت
mamlas,معاملس
manshuraat,منشورات
murvaja,مُروجہِ
mizaaje,مِزاجہِ
yehund,یِہُند
kaaj,کاج
sadkeh,سڑکہ
khaakaan,خاکان
mehso,محسو
rajkotiya,راجکوٹیا
mazduratarpardesh,مزدوراترپردیش
hyech,ہیٚچ
rakhaw,رکھو
varkaran,ورکرن
starki,سٹارکی
jakhaya,جکھایا
benyomut,بنیٛومُت
anglyo,انگلیو
elaqayi,علاقایی
bith,بیٖٹھ
afsarki,افسرکی
istemalas,استعمالس
wardhanapeyt,وردھناپیٹ
gune,گُنُے
kasabi,قصابہٕ
parhinder,پرہندر
dhaab,دھاب
qoruth,کوٚرُتھ
ramzaal,رمضال
meerni,میٖرنہِ
laalo,لالو
bottling,بوتلنگ
manzerper,منظرپر
bhadori,بھدوری
sepednuk,سپدنُک
muawat,معاوت
hadisan,حدیثن
drav,دراو
tyuhund,تہنُد
sinz,سٕنز
wadanishwer,ودانشور
akhtaran,اخترن
wasyaadat,وسیادت
leaderka,لیڈرکا
tiheynd,تِہنٛدۍ
aljehti,الجہتی
yaashik,یاشک
gumnewith,گُمنٲوِتھ
malkraam,ملکرام
malnachahat,ملناچاہت
machva,مچھوا
thuthra,ٹھٹھرا
laezim,لٲزِم
jalahwatha,جلاہواتھا
howmut,ہوومُت
wabaaw,وباو
sakunas,سوٚکوٗنَس
kohremarz,کوہرمرض
pei,پیٚیِہ
behes,بٔحثۍ
vatehluk,وتحلق
calstrol,کیلسٹرول
saamsona,سامسونا
ancha,انچا
moklavun,مۄکلاوُن
darbarshahi,دربارشاہی
numahend,نماہند
qesmeh,قٕسمہٕ
ojal,اوجل
syedarishid,سیدارشد
mohammadmaruf,محمدمعروف
iroz,ایروز
strem,سٹریم
ongji,اوٚنگجہِ
khushgawara,خوشگوارہ
feriyad,فٔریاد
patyalahpanjab,پٹیالہپنجاب
yithai,یِتھَے
headmechanical,ہیڈمکینیکل
thehrenabehter,ٹھہرنابہتر
noshe,نۄشہِ
ardhan,اردھان
shakli,شکلِہ
zakhar,زخار
regulation,ریگولیشن
sahwa,ساہوا
wetshnaewith,وٮ۪ژھنٲوِتھ
manaavne,مناونہٕ
kashkiradakya,کاشکراداکیا
karnahogi,کرناہوگی
gulshad,گلشاد
kareveyn,کرٕوٕنۍ
kyajasaktah,کیاجاسکتاہ
zafra,ظفرا
wonei,وۄنۍ
gezaa,غٕذا
accreditation,ایکریڈیٹیشن
aakhram,آخرم
bonan,بونن
zerpervez,زرپرویز
waneny,وَننٕۍ
afzahi,افزاہی
tsaak,ژاک
diol,ڈیول
arduhamari,اردوہماری
barjapaal,برجپال
momoment,مومومنٹ
sersharan,سرشارن
posterboard,پوسٹربورڈ
kahakarta,کہاکرتا
shaaruk,شعرکُ
gulabo,گلابو
kanfreenas,کانفرینس
bith,بیٹھۍ
kherji,خارجی
yakruba,یکروبا
yanger,ینگر
bankangriyas,بنکانگریس
bhaktiyon,بھکتیوں
santemat,سنتمت
fareeqi,فریقی
mambarthajoguzashte,ممبرتھاجوگزشتہ
pemana,پیمانا
bayano,بیانو
khach,کھچ
functional,فنکشنل
mejnun,مجنوٗن
emandarhonachahi,ایماندارہوناچاہی
kujih,کُجِہ
tagne,تگنہٕ
gaaman,گامن
safrawraham,سفراوراہم
adeeban,ادیٖبَن
anandan,آنندن
trusted,ٹرسٹڈ
kahakishtewad,کہاکشتواڑ
wafadaron,وفاداروں
wasyahat,وسیاحت
kerparlement,کرپارلیمنٹ
domah,دوماہ
shabeeri,شبیری
sanghenta,سنگھنٹا
oasuul,اوٚصوٗل
commissionerkyol,کمیشنرکیول
fundas,فنڈس
jakirbhashan,جاکربھاشن
variyahav,واریَہو
traewith,ترٛٲوِتھ
amzaad,امزاد
nograh,نوگراہ
tamut,تمُت
banewen,بنٲوٕن
istelehee,اصطلاحی
kalandi,کالندی
faana,فانا
deyn,دِنۍ
iqtisaadaat,اقتصادات
yeetshan,ییٖژہَن
hanfiyan,حنفین
arbaz,ارباز
sheyras,شٲعرس
lukh,لوکھ
dunyadar,دنیادار
agaya,اگایا
keshris,کٲشرس
katnamshikal,کاٹنامشکل
devkaar,دیوکار
wahrevith,وہرٲوِتھ
yojna,یوجنا
refrigerator,ریفریجریٹر
tshenan,ژٕھنان
nazmy,نظمٕے
tashdedko,تشددکو
sarmeshaar,سرمشار
monesh,مونیش
aanhazrat,آنحضرت
makhluuk,مخلوق
kobandrakhaja,کوبندرکھاجا
ehmedwalid,احمدوالد
ditsmets,دِژٕمژ
tami,تمَہِ
nafrate,نفرتہ
sehat,صحت
mazlumin,مظلومین
ikhtiyarkanb,اختیارکنب
beghaya,بگھایا
warqas,ورقس
mozu,موضوٗعہٕ
phoran,فورن
ehtiyata,احتیاطا
alsabriyan,الصبرین
matoo,مٹوٗ
samrahas,سامراہس
awlad,اَولاد
bharpurmojudgi,بھرپورموجودگی
doctorpiyosh,ڈاکٹرپیوش
hospitalun,ہسپتالون
kirchar,کرچار
francescok,فرانسسکوک
beshtarmazahir,بیشترمظاہر
gatsen,گژھٮ۪ن
savedhan,سویدھان
reytas,رٮ۪تس
soyah,سویاہ
warogan,وروغن
shakleh,شکلہ
sameeksha,سمیکشا
alarbayin,الاربعین
kitrarahi,کترارہی
sarhadek,سرحدٕکۍ
taraablas,طرابلس
markting,مارکٹنگ
zeertarbiyat,زیرتربیت
weqef,وٲقٕف
takribahir,تقریباہر
tabkeh,طبقہٕ
seyd,سیٚدۍ
shandardastek,شانداردستک
hejnee,حاجنی
radhakrishan,رادھاکرشن
misternol,مسٹرنول
kanaanpreyat,کنانپریت
mushikil,مُشِکل
kishaal,کشال
dastakhat,دستخط
darendeh,درندہ
raatas,راتَس
arwanaab,اروناب
rachhan,رچھان
orpasport,اورپاسپورٹ
satich,ستچ
afsepako,افسپاکو
sapde,سَپدٕ
altaslem,التسلیم
meati,میٚتہِ
aldakh,الداخ
karsaktatha,کرسکتاتھا
badbakhtiyon,بدبختیوں
lagayagiyatha,لگایاگیاتھا
raktaabat,رکتابت
dordarazga,دوردرازگا
darbarkhal,دربارکھل
batkot,بٹکوٹ
misaleh,مثالہ
parbaab,پرباب
naraz,ناراض
kavavrang,کواورنگ
bansel,بنسل
chandham,چندہم
qirdar,کردار
ghrelokaam,گھریلوکام
eshwar,ایشوَر
muharmiyat,محرمیت
displade,ڈسپلیڈ
teriquk,طریقُک
valana,ولانا
nazarbandiyon,نظربندیوں
krismas,کرسمس
aesin,ٲسٕن
korr,کوٚر
chalarha,چلارہا
saayak,سایک
tith,تیتھ
aqeedath,عقیٖدِتھ
rawalkot,راولکوٹ
misali,مِثالہِ
satrisaal,سترسال
arjensi,ارجنسی
yeman,یِمنَ
yemuik,یمیُک
thopaal,تھوپال
saebeyn,صٲبنۍ
khesusiyetev,خوٚصوٗصیَتو
mesdas,مسدس
aarshah,آرشاہ
hekeekath,حقیٖقتھ
neyra,نٮ۪رَ
wardanan,وردنن
karmaharashtarkomastehkam,کرمہاراشٹرکومستحکم
alaruz,العروض
sarkarkohindustan,سرکارکوہندوستان
vatlavaan,وۄتلاوان
votlaan,وۄتلان
tasavreko,تصورکو
markesiyat,مارکسیت
sothris,سوٚتھرِس
avarhot,آورہوت
hesher,ہِشَر
mazkiraat,مذکرات
mutebiq,مُطٲبق
maelan,مٲلن
chalva,چلوا
henaar,ہَنار
khetri,خطرٕ
wiz,وِز
parbarbadi,پربربادی
khoshnawees,خۄشنویس
mawafiq,موافق
iqtidarak,اقتدارک
ruhjan,رُحجان
yiki,یِکہٕ
azwajiyat,ازواجیت
agrefehrist,اگرفہرست
parmardeh,پرمردہ
becho,بیچھو
chudiyan,چھڑیان
bahavali,بحوالہ
esaab,اعصاب
hawaeyi,ہوٲیی
ramuhaal,رامحال
behrhaal,بہرحال
kethain,کیٛاتھانۍ
mitren,مترن
awe,اَوِ
fashionuk,فیشنُک
panjajab,پنجاجاب
bilaan,بلان
maqberas,مقبرس
dharmand,دھرمند
damdani,دمدنی
bharwal,بھروال
khardar,خاردار
cantonment,کنٹونمنٹ
vyovras,ویوورس
alevund,الوند
chharnabal,چھرنبل
abdulmajid,عبدالماجد
kehtachlon,کہتاچلوں
dhamkan,دھمکان
badlei,بَدلٕے
mazkhad,مازکھاد
narvane,نروانہٕ
panenas,پننس
intizas,انتظاس
ponpa,پونپا
beishtar,بیشتر
donam,دونم
zaamets,زامٕژ
parpehnechahwah,پرپہنچاہواہ
suufi,صوفی
trawen,ترٛاوٕنۍ
mirakhraj,میراخراج
halampur,ہالمپور
bhajpaber,بھاجپابر
anberiyan,عنبرین
sedha,سیدھا
maaswa,ماسوا
nakhleshwar,نکھلیشور
womezderi,وۄمیزدٲری
nebas,نبَس
maftiyon,مفتیوں
tihend,تِہنٛد
mutesirek,متاثرک
suur,صوٗر
iqtibasat,اقتباسات
saebit,ثٲبِت
sadarnamazdekiyagia,صدرنامزدکیاگیا
ranveej,رنویج
pandolem,پنڈولم
parbardi,پربردی
yathei,یتَھے
paracetamol,پیراسیٹامول
tehriki,تحریٖکہِ
steg,سٹیگ
nagporsarkar,ناگپورسرکار
vestes,وسطس
karog,کروگ
naathaw,ناتھو
muqsadmilk,مقصدملک
paigambarazam,پیغمبراعظم
mumafirat,ممافرت
vargan,ورگن
jazbeyt,جذبٲتی
pannevith,پاننٲوِتھ
rafcha,رفچا
kolras,کولرس
kyenhe,کہٮ۪نہٕ
khein,خٲنی
muhammadas,محمدس
thazar,تھَزر
personlon,پرسنلوں
mediapart,میڈیاپارٹ
shapurji,شاپورجی
lehma,لہما
aperbhi,اپربھی
ehtejajuk,احتجاجُک
alsaqafti,الثقافتی
jhajer,جھجر
karhindustan,کرہندوستان
khelah,خلاہ
parpor,پرپور
tayar,تیار
jharkhandak,جھارکھنڈک
iftah,افتاہ
adiban,ادیٖبن
travaan,ترٛاوَن
analasz,انالسز
adharko,ادھرکو
shempo,شیمپو
ikhyaal,اخیال
bhawna,بھاونا
gairbi,غیربی
nafheyk,نفہٕکۍ
laban,لبان
yimai,ییمۍ
fetith,پھٔٹِتھ
dispenceriyon,ڈسپنسریوں
natiji,نتیجہِ
rajnandga,راجنندگا
karakh,کَرکھ
barneh,برنہٕ
phardas,فردس
mohammadado,محمددو
eyojan,ایوجن
rehmatuk,رحمُتک
constrezar,کنسٹریزر
naafe,نافہٕ
tamih,تَمہِ
gatshaan,گَژھان
khodnosht,خودنوشت
amapuz,اَماپوٗز
alfarebi,الفریبی
kehyen,کٔہنی
wonmut,ووٚنمُت
talyapokher,تلیاپوکھر
commissioneron,کمیشنروں
radkhak,ردخاک
chinagiyah,چناگیاہ
bakhsho,بخشَو
godnikuy,گۄڈنیٛکُے
hekiki,حٔقیٖقی
awe,اَوٕہ
deed,دیٖد
jyosna,جیوسنا
kirdarkosrahat,کردارکوسراہت
faroqat,فروقت
zururi,ضروری
ves,ؤسۍ
kaamiya,کامیا
sholangam,شولنگم
konkarat,کونکارت
sorsing,سورسنگ
infrastchiker,انفراسٹچکر
muhaj,محج
kalji,کالجِہ
trave,تراوٕ
tageraat,تغیرات
ruys,روٗسۍ
kargistan,کرگستان
kaeyr,کٔرۍ
chomar,چومر
sarsharne,سرشارنہِ
maraamat,مرامت
jhelan,جھیلن
riyasto,ریاستو
appreshan,اپریشن
pehras,پہرس
valene,ونلہِ
gemit,گٲمٕتۍ
commissionermlah,کمشنرملاہ
nigrawadhampur,نگراودھمپور
dilayatha,دلایاتھا
khover,کھووٕرۍ
hamlog,ہملوگ
watnaewmets,واتنٲومٕژ
sharech,شعرٕچ
aatishzadgi,آتشزدگی
bhuut,بھوت
faryar,فریار
aashna,آشنا
lyekhun,لیکھُن
nadrekamal,ندرکمل
ehses,احسٲسۍ
ghakad,گھکڑ
nehlaw,نہلاو
danen,دانَن
albaniyan,البنین
amits,ٲومٕژ
banaawun,بناوُن
aesen,ٲسٕن
rogaar,روگار
abduljeed,عبدالجید
harqat,حرکَت
farqat,فرقت
kaleenen,قٲلیٖنَن
nazmiyon,نظمیوں
maanthan,مانٹھن
hawawragal,ہواوراگل
karpori,کرپوری
nawomeedee,ناوۄمیدی
aamriyat,آمریت
avy,اَوِے
itifak,اتفاق
prutsnas,پُرٛژھنس
gaar,غٲر
tamashe,تماشہٕ
danji,ڈنٛجہِ
bhamar,بھامر
bhagvatan,بھگوتن
lagokran,لاگوکران
veyl,ؤلۍ
gargal,گرگل
beeth,بیٹھۍ
abdulazir,عبدالعزیر
bhaajeha,بھاجہا
magruriyat,مغروریت
tadpaat,تڑپات
zanaane,زنان
taapas,تاپَس
konoon,قونوٗن
mutaleh,مُطالعٕہ
parduhar,پردوہر
mozoo,موضوٗ
jeshpaal,جیشپال
barbarsar,باربرسر
manzi,منذٛ
lasilsil,لسلسل
novuy,نوٚوُے
oraan,اوران
nahikartah,نہیںکرتاہ
alyas,الیس
placement,پلیسمینٹ
wyetar,وٮ۪تر
tehenz,تٔہنِز
misalew,مثالَو
chhodta,چھوڑتا
kamodawali,کموداولی
wotlith,وۄتلِتھ
istidla,استدلا
pazeruk,پَزرُک
zamang,زمانگ
