maaraataddu,ಮಾರಾಟದ್ದು
cinemascope,ಸಿನಿಮಾಸ್ಕೋಪ್
misaliduvudara,ಮೀಸಲಿಡುವುದರ
balishthavaagaballadu,ಬಲಿಷ್ಠವಾಗಬಲ್ಲದು
pratibhatisiralilla,ಪ್ರತಿಭಟಿಸಿರಲಿಲ್ಲ
nilichitragalannu,ನೀಲಿಚಿತ್ರಗಳನ್ನು
irakkaaguttaa,ಇರಕ್ಕಾಗುತ್ತಾ
tangiddaroo,ತಂಗಿದ್ದರೂ
dharmu,ಧರ್ಮು
guruvandanege,ಗುರುವಂದನೆಗೆ
kuntale,ಕುಂತಲೇ
jilleyavanagi,ಜಿಲ್ಲೆಯವನಾಗಿ
jayadevaradhya,ಜಯದೇವರಾಧ್ಯ
dadadavaru,ದಡದವರು
ashavad,ಆಶಾವಾದ್
kandakandavarigella,ಕಂಡಕಂಡವರಿಗೆಲ್ಲಾ
lenda,ಲೆಂಡಾ
mattondillavende,ಮತ್ತೊಂದಿಲ್ಲವೆಂದೇ
aganuru,ಅಗನೂರು
shouchchhaalayavannu,ಶೌಚ್ಛಾಲಯವನ್ನು
tandukondalide,ತಂದುಕೊಂಡಲಿದೆ
immukha,ಇಮ್ಮುಖ
milanavillada,ಮಿಲನವಿಲ್ಲದ
volcart,ವೊಲ್ಕಾರ್ಟ್
kanisikondamele,ಕಾಣಿಸಿಕೊಂಡಮೇಲೆ
paadukaapattaabhisheka,ಪಾದುಕಾಪಟ್ಟಾಭಿಷೇಕ
sisserona,ಸಿಸ್ಸೆರೊನ
ghoshisisalu,ಘೋಷಿಸಿಸಲು
tappalinalli,ತಪ್ಪಲಿನಲ್ಲಿ
arhavaayitu,ಅರ್ಹವಾಯಿತು
dooduttiddu,ದೂಡುತ್ತಿದ್ದು
gendara,ಜೆಂಡರ
galaxy,ಗ್ಯಾಲಾಕ್ಸಿ
aspe,ಆಸ್ಪೆ
niyamitagolisaballa,ನಿಯಮಿತಗೊಳಿಸಬಲ್ಲ
katinagolisabahudu,ಕಠಿಣಗೊಳಿಸಬಹುದು
surimaleyaguttiddu,ಸುರಿಮಳೆಯಾಗುತ್ತಿದ್ದು
ajeyavagide,ಅಜೇಯವಾಗಿದೆ
firdosh,ಫಿರ್ಡೋಶ್
krodhadinda,ಕ್ರೋಧದಿಂದ
grammigalannu,ಗ್ರಾಮ್ಮಿಗಳನ್ನು
nagabhatta,ನಾಗಭಟ್ಟ
embuvudunnu,ಎಂಬುವುದುನ್ನು
labdhapranash,ಲಬ್ಧಪ್ರಣಾಶ
gottagabekallave,ಗೊತ್ತಾಗಬೇಕಲ್ಲವೇ
madhyamavondalli,ಮಾಧ್ಯಮವೊಂದಲ್ಲಿ
kenadaadallidda,ಕೆನಡಾದಲ್ಲಿದ್ದ
navikaranagolisalu,ನವೀಕರಣಗೊಳಿಸಲು
pramanakkanusaravagi,ಪ್ರಮಾಣಕ್ಕನುಸಾರವಾಗಿ
baiyorige,ಬೈಯೋರಿಗೆ
kiruchitranagalu,ಕಿರುಚಿತ್ರಣಗಳು
maamsavaarada,ಮಾಂಸವಾರದ
imojigala,ಇಮೋಜಿಗಳ
guriyaguvavarendare,ಗುರಿಯಾಗುವವರೆಂದರೆ
kalegalellavannoo,ಕಲೆಗಳೆಲ್ಲವನ್ನೂ
nerehoreyalliruvaga,ನೆರೆಹೊರೆಯಲ್ಲಿರುವಾಗ
annalaaguttittu,ಅನ್ನಲಾಗುತ್ತಿತ್ತು
bantingnalli,ಬಂಟಿಂಗ್ನಲ್ಲಿ
yugootsavada,ಯುಗೋತ್ಸವದ
keluvudenna,ಕೇಳುವುದೆನ್ನ
naadiyavara,ನಾಡಿಯವರ
kalajiyannuntu,ಕಾಳಜಿಯನ್ನುಂಟು
shaasakariru,ಶಾಸಕರಿರು
tiddikollali,ತಿದ್ದಿಕೊಳ್ಳಲಿ
pritiyagalu,ಪ್ರೀತಿಯಾಗಲು
nodalaarambhisuttade,ನೋಡಲಾರಂಭಿಸುತ್ತದೆ
nunter,ನಂಟರ್
yarmunjapalladalli,ಯರ್ಮುಂಜಪಳ್ಳದಲ್ಲಿ
sonkurogakke,ಸೋಂಕುರೋಗಕ್ಕೆ
sphardhevoddiddare,ಸ್ಫರ್ಧೆವೊಡ್ಡಿದ್ದಾರೆ
parigrahisuta,ಪರಿಗ್ರಹಿಸುತ
porawala,ಪೊರವಾಲ
kyampinatta,ಕ್ಯಾಂಪಿನತ್ತ
lingabhedabhaavakke,ಲಿಂಗಭೇದಭಾವಕ್ಕೆ
imelugalannu,ಇಮೇಲುಗಳನ್ನು
samitiyalliddavare,ಸಮಿತಿಯಲ್ಲಿದ್ದವರೇ
sookshmanu,ಸೂಕ್ಷ್ಮಣು
kodukhov,ಕೊಡುಖೊವ್
lambliavannu,ಲ್ಯಾಂಬ್ಲಿಯಾವನ್ನು
uktagonda,ಉಕ್ತಗೊಂಡ
mendozna,ಮೆಂಡೋಜ್ನಾ
bisiyaagiruttaare,ಬಿಸಿಯಾಗಿರುತ್ತಾರೆ
aitamma,ಐತಮ್ಮ
madrasanalli,ಮದ್ರಾಸನಲ್ಲಿ
jagalavemba,ಜಗಳವೆಂಬ
pustakavannenadaru,ಪುಸ್ತಕವನ್ನೇನಾದರೂ
kattisikollo,ಕಟ್ಟಿಸಿಕೊಳ್ಳೋ
samaajashaastriya,ಸಮಾಜಶಾಸ್ತ್ರಿಯ
chaawani,ಚಾವನಿ
mataantaragondiddaroo,ಮತಾಂತರಗೊಂಡಿದ್ದರೂ
raudidan,ರೌಡಿದಾನ್
seregaaranige,ಸೇರೆಗಾರನಿಗೆ
nationalice,ನ್ಯಾಷನಲೈಸ್
nambuvavariruva,ನಂಬುವವರಿರುವ
rudranagu,ರುದ್ರನಾಗು
sthalaantaragondiruvudu,ಸ್ಥಳಾಂತರಗೊಂಡಿರುವುದು
bhrashtaachaarava,ಭ್ರಷ್ಟಾಚಾರವ
uttanapadasana,ಉತ್ತಾನಪಾದಾಸನ
sikkiddaangaaytu,ಸಿಕ್ಕಿದ್ದಾಂಗಾಯ್ತು
naayargala,ನಾಯರ್ಗಳ
hechchisiruvanteye,ಹೆಚ್ಚಿಸಿರುವಂತೆಯೇ
kesharashiye,ಕೇಶರಾಶಿಯೇ
chittasthitigalondige,ಚಿತ್ತಸ್ಥಿತಿಗಳೊಂದಿಗೆ
poshanemadidare,ಪೋಷಣೆಮಾಡಿದರೆ
satoshavagiddene,ಸತೋಷವಾಗಿದ್ದೇನೆ
alarjiyaagiddaare,ಅಲರ್ಜಿಯಾಗಿದ್ದಾರೆ
nedabahudaada,ನೆಡಬಹುದಾದ
pratibhaavantanaagiddu,ಪ್ರತಿಭಾವಂತನಾಗಿದ್ದು
doddanotina,ದೊಡ್ಡನೋಟಿನ
madikollabaradeke,ಮಾಡಿಕೊಳ್ಳಬಾರದೇಕೆ
kalisiddevu,ಕಳಿಸಿದ್ದೆವು
fhee,ಫ್ಹೀ
dayaramji,ದಯಾರಾಮಜಿ
mathadolagoo,ಮಠದೊಳಗೂ
horabamada,ಹೊರಬಮದ
ashelo,ಆಶೆಲೊ
tantigalalla,ತಂತಿಗಳಲ್ಲ
nadesalida,ನಡೆಸಲಿದ
pulkeriyinda,ಪುಲ್ಕೇರಿಯಿಂದ
tailam,ತೈಲಮ್
mattavannalla,ಮಟ್ಟವನ್ನಲ್ಲ
balakiyarannoo,ಬಾಲಕಿಯರನ್ನೂ
nagayyaga,ನಾಗಯ್ಯಾಗ
kanmareyannu,ಕಣ್ಮರೆಯನ್ನು
rajyakartarige,ರಾಜ್ಯಕರ್ತರಿಗೆ
chatakiyondannu,ಚಟಾಕಿಯೊಂದನ್ನು
henegeyannu,ಹೆಣೆಗೆಯನ್ನು
biddoru,ಬಿದ್ದೋರು
pravasimitraru,ಪ್ರವಾಸಿಮಿತ್ರರು
kavanasangrahadallide,ಕವನಸಂಗ್ರಹದಲ್ಲಿದೆ
saalagalalliyu,ಸಾಲಗಳಲ್ಲಿಯೂ
changammana,ಚಂಗಮ್ಮನ
ponnaalannu,ಪೊನ್ನಾಳನ್ನು
mobailindale,ಮೊಬೈಲಿಂದಲೆ
chaapakkintaloo,ಚಾಪಕ್ಕಿಂತಲೂ
ottugudiddaaga,ಒಟ್ಟುಗೂಡಿದ್ದಾಗ
sidukaadida,ಸಿಡುಕಾಡಿದ
dbiasninda,ಡಿಬಿಯಾಸ್ನಿಂದ
ulbanavaguvudakke,ಉಲ್ಬಣವಾಗುವುದಕ್ಕೆ
nagaralliyu,ನಗರಲ್ಲಿಯೂ
charavekidu,ಚಾರವೇಕಿದು
maruladeva,ಮರುಳದೇವ
madhyabhaagavendu,ಮಧ್ಯಭಾಗವೆಂದು
tagulikolluvante,ತಗುಲಿಕೊಳ್ಳುವಂತೆ
gayakarigoo,ಗಾಯಕರಿಗೂ
vijapurige,ವಿಜಾಪುರಿಗೆ
ellakeregalige,ಎಲ್ಲಾಕೆರೆಗಳಿಗೆ
udde,ಉಡ್ಡೆ
sangeetagaartiyaru,ಸಂಗೀತಗಾರ್ತಿಯರು
austrics,ಆಸ್ಟ್ರಿಕ್ಸ್
seetappana,ಸೀತಪ್ಪನ
kramaankagaleradaralloo,ಕ್ರಮಾಂಕಗಳೆರಡರಲ್ಲೂ
olagindale,ಒಳಗಿಂದಲೇ
kandakandaddannu,ಕಂಡಕಂಡದ್ದನ್ನು
rudranugratvavu,ರುದ್ರನುಗ್ರತ್ವವು
pradhanavagiro,ಪ್ರಧಾನವಾಗಿರೋ
biyargalaagive,ಬಿಯರ್ಗಳಾಗಿವೆ
telsa,ಟೆಲ್ಸಾ
vingadisadiddaroo,ವಿಂಗಡಿಸದಿದ್ದರೂ
pielder,ಪೀಲ್ಡರ್
hattake,ಹತ್ತಕೆ
hinneleyalali,ಹಿನ್ನೆಲೆಯಲಲಿ
heralavagiruttave,ಹೇರಳವಾಗಿರುತ್ತವೆ
banavagittu,ಬಾಣವಾಗಿತ್ತು
kelarkalabettinalli,ಕೆಳಾರ್ಕಳಬೆಟ್ಟಿನಲ್ಲಿ
kridakutavadaru,ಕ್ರೀಡಾಕೂಟವಾದರೂ
kanoonetara,ಕಾನೂನೇತರ
tudiki,ತುಡಿಕಿ
himpadediruvude,ಹಿಂಪಡೆದಿರುವುದೇ
catterers,ಕ್ಯಾಟರರ್ಸ್
bunyul,ಬುನ್ಯುಲ್
dammachakka,ದಮ್ಮಚಕ್ಕ
kaalagatigala,ಕಾಲಗತಿಗಳ
garadigalannu,ಗರಡಿಗಳನ್ನು
karipudo,ಕರಿಪುದೊ
poorvavidyaarthigala,ಪೂರ್ವವಿದ್ಯಾರ್ಥಿಗಳ
vikasadanteye,ವಿಕಾಸದಂತೆಯೇ
sinimaadha,ಸಿನಿಮಾಧ
kaliyyaga,ಕಲಿಯ್ಯಾಗ
kelasamadive,ಕೆಲಸಮಾಡಿವೆ
olagadiyidalu,ಒಳಗಡಿಯಿಡಲು
medhassina,ಮೇಧಸ್ಸಿನ
enniro,ಎನ್ನಿರೋ
kollalpattiddare,ಕೊಲ್ಲಲ್ಪಟ್ಟಿದ್ದರೆ
phalakariyagalide,ಫಲಕಾರಿಯಾಗಲಿದೆ
nijabhrutya,ನಿಜಭೃತ್ಯ
pratibimbavillade,ಪ್ರತಿಬಿಂಬವಿಲ್ಲದೆ
mandigo,ಮಂದಿಗೋ
siddhanaagiruva,ಸಿದ್ಧನಾಗಿರುವ
karateyu,ಕರಾಟೆಯು
kelagiddudarinda,ಕೆಳಗಿದ್ದುದರಿಂದ
serehidiyalpattavu,ಸೆರೆಹಿಡಿಯಲ್ಪಟ್ಟವು
amrutahotsava,ಅಮೃತಹೋತ್ಸವ
kalavideyagiyu,ಕಲಾವಿದೆಯಾಗಿಯೂ
gottillavendenu,ಗೊತ್ತಿಲ್ಲವೆಂದೇನೂ
balekal,ಬಾಳೆಕಲ್
madalashte,ಮಾಡಲಷ್ಟೆ
unadkat,ಉನದ್ಕಟ್
matchenster,ಮ್ಯಾಚೆಂಸ್ಟರ್
nirmaanavaagitu,ನಿರ್ಮಾಣವಾಗಿತು
managalannoo,ಮನಗಳನ್ನೂ
barasidilinanteragittu,ಬರಸಿಡಿಲಿನಂತೆರಗಿತ್ತು
halavuvidvajjanarinda,ಹಲವುವಿದ್ವಜ್ಜನರಿಂದ
hiranyagarbhada,ಹಿರಣ್ಯಗರ್ಭದ
paduvanaadriyolu,ಪಡುವಣಾದ್ರಿಯೊಳು
keralavarma,ಕೇರಳವರ್ಮ
hosurukumar,ಹೊಸೂರುಕುಮಾರ್
dudwan,ದುಡ್ವಾನ್
kudiyuttaane,ಕುಡಿಯುತ್ತಾನೆ
kittuhogide,ಕಿತ್ತುಹೋಗಿದೆ
sandhivaatavaagiddu,ಸಂಧಿವಾತವಾಗಿದ್ದು
montre,ಮಾಂಟ್ರೆ
bhojanavagodu,ಭೋಜನವಾಗೋದು
hegaligeki,ಹೆಗಲಿಗೇಕಿ
chalin,ಚಾಲಿನ್
divyavibhushana,ದಿವ್ಯವಿಭೂಷಣ
potige,ಪೋಟಿಗೆ
drushyavaagiruva,ದೃಶ್ಯವಾಗಿರುವ
shatapratishata,ಶತಪ್ರತಿಶತ
gonemmanavara,ಗೋಣೆಮ್ಮನವರ
paduvalapaayagaleradara,ಪಡುವಲಪಾಯಗಳೆರಡರ
kacheriyaadyanta,ಕಛೇರಿಯಾದ್ಯಂತ
prakatisabedi,ಪ್ರಕಟಿಸಬೇಡಿ
arjisallisiruvudu,ಅರ್ಜಿಸಲ್ಲಿಸಿರುವುದು
pandas,ಪಾಂಡಾಸ್
padedukonditembudu,ಪಡೆದುಕೊಂಡಿತೆಂಬುದು
samaanaamshagalige,ಸಮಾನಾಂಶಗಳಿಗೆ
kalavalakaariyaagiddare,ಕಳವಳಕಾರಿಯಾಗಿದ್ದರೆ
prakshubdhalaagi,ಪ್ರಕ್ಷುಬ್ಧಳಾಗಿ
andhakaaravittu,ಅಂಧಕಾರವಿತ್ತು
enagiddu,ಏನಾಗಿದ್ದು
nintavaratta,ನಿಂತವರತ್ತ
ippattondara,ಇಪ್ಪತ್ತೊಂದರ
pisalaaguvudu,ಪಿಸಲಾಗುವುದು
malikanobbanannu,ಮಾಲೀಕನೊಬ್ಬನನ್ನು
samskrutashabda,ಸಂಸ್ಕೃತಶಬ್ದ
ashokavanada,ಅಶೋಕವನದ
angeekarisuve,ಅಂಗೀಕರಿಸುವೆ
saahityavembudu,ಸಾಹಿತ್ಯವೆಂಬುದು
anthadde,ಅಂಥದ್ದೆ
miyamiyalliruva,ಮಿಯಾಮಿಯಲ್ಲಿರುವ
manasviyagi,ಮನಸ್ವಿಯಾಗಿ
transison,ಟ್ರಾನ್ಸಿಸನ್
taralenutave,ತರಲೆನುತವೆ
prabhutvavirali,ಪ್ರಭುತ್ವವಿರಲಿ
crossoction,ಕ್ರಾಸ್ಆಕ್ಷನ್
apaghaatapadisiddu,ಅಪಘಾತಪಡಿಸಿದ್ದು
helugu,ಹೇಳುಗು
sonalika,ಸೋನಾಲಿಕಾ
daridraraagiddaroo,ದರಿದ್ರರಾಗಿದ್ದರೂ
masakadi,ಮಸಕದಿ
amaldararige,ಅಮಲ್ದಾರರಿಗೆ
chandrasekharanondige,ಚಂದ್ರಶೇಖರನೊಂದಿಗೆ
avishkarakaragi,ಆವಿಷ್ಕಾರಕರಾಗಿ
smartsgagi,ಸ್ಮಾರ್ಟ್ಸ್ಗಾಗಿ
nimmannomme,ನಿಮ್ಮನ್ನೊಮ್ಮೆ
bhangadantaha,ಭಂಗದಂತಹ
samvedanegalantaha,ಸಂವೇದನೆಗಳಂತಹ
saarasvataloka,ಸಾರಸ್ವತಲೋಕ
premarsky,ಪ್ರಿಮಾರ್ಸ್ಕಿ
kaleyavudakke,ಕಳೆಯವುದಕ್ಕೆ
talahakuttiddare,ತಾಳಹಾಕುತ್ತಿದ್ದಾರೆ
avasheshagalidi,ಅವಶೇಷಗಳಿಡಿ
sakes,ಸೇಕ್ಸ್
gangaparameshwari,ಗಂಗಾಪರಮೇಶ್ವರಿ
catholicrannu,ಕ್ಯಾಥೊಲಿಕ್ರನ್ನು
kaaryavilamba,ಕಾರ್ಯವಿಳಂಬ
gondalamayavaguttittu,ಗೊಂದಲಮಯವಾಗುತ್ತಿತ್ತು
seeneyondiddare,ಸೇನೆಯೊಂದಿದ್ದರೆ
uleebekaatu,ಉಳೀಬೇಕಾತು
shreevats,ಶ್ರೀವತ್ಸ
shitalavagisidaga,ಶೀತಲವಾಗಿಸಿದಾಗ
kaaryasoochiyalliddare,ಕಾರ್ಯಸೂಚಿಯಲ್ಲಿದ್ದರೆ
kyoogalondige,ಕ್ಯೂಗಳೊಂದಿಗೆ
korsigagi,ಕೋರ್ಸಿಗಾಗಿ
praarambhisalaayithu,ಪ್ರಾರಂಭಿಸಲಾಯಿತು
ghaditachi,ಘಡಿತಾಚಿ
moganagi,ಮೊಗನಾಗಿ
bukachya,ಬುಕಾಚ್ಯಾ
katadaara,ಕಟದಾರ
udaaratanavittu,ಉದಾರತನವಿತ್ತು
chalaayisadavaru,ಚಲಾಯಿಸದವರು
conseco,ಕೊನ್ಸೆಕೊ
sourashodha,ಸೌರಶೋಧ
kaaruttiruttade,ಕಾರುತ್ತಿರುತ್ತದೆ
unnatate,ಉನ್ನತತೆ
hullugalondige,ಹುಲ್ಲುಗಳೊಂದಿಗೆ
endiruttene,ಎಂದಿರುತ್ತೇನೆ
vasuvininda,ವಸುವಿನಿಂದ
akramadaararondige,ಅಕ್ರಮದಾರರೊಂದಿಗೆ
mahaakaavyavaagiddu,ಮಹಾಕಾವ್ಯವಾಗಿದ್ದು
kondiddavara,ಕೊಂದಿದ್ದವರ
musti,ಮುಸ್ತಿ
endinintu,ಎಂದಿನಿಂತು
sahanatiyobbala,ಸಹನಟಿಯೊಬ್ಬಳ
uppinam,ಉಪ್ಪಿನಂ
oduttiruvavarige,ಓಡುತ್ತಿರುವವರಿಗೆ
piaggo,ಪಿಯಾಗ್ಗೊ
colliers,ಕೋಲಿಯರ್ಸ್
sandarbhabandaga,ಸಂದರ್ಭಬಂದಾಗ
avyavaste,ಅವ್ಯವಸ್ತೆ
aravattaaroo,ಅರವತ್ತಾರೂ
keluveya,ಕೇಳುವೆಯ
suttidantaguvudu,ಸುತ್ತಿದಂತಾಗುವುದು
dhrudhapattive,ಧೃಢಪಟ್ಟಿವೆ
chamberlian,ಚಂಬರ್ಲಿಯನ್
malechitra,ಮಳೆಚಿತ್ರ
gouravaarpane,ಗೌರವಾರ್ಪಣೆ
bundelakhandavannu,ಬುಂದೇಲಖಂಡವನ್ನು
bhaagavahisiddaayitu,ಭಾಗವಹಿಸಿದ್ದಾಯಿತು
dhwanibelagina,ಧ್ವನಿಬೆಳಗಿನ
ttarise,ತ್ತರಿಸೆ
sadrudhavaaguvudilla,ಸದೃಢವಾಗುವುದಿಲ್ಲ
helikoduttidde,ಹೇಳಿಕೊಡುತ್ತಿದ್ದೆ
kochchuvike,ಕೊಚ್ಚುವಿಕೆ
belliterevaregu,ಬೆಳ್ಳಿತೆರೆವರೆಗೂ
oppikoltaane,ಒಪ್ಪಿಕೊಳ್ತಾನೆ
haayisuvudu,ಹಾಯಿಸುವುದು
antramaargadi,ಅಂತ್ರಮಾರ್ಗದಿ
commending,ಕಮೆಂಡಿಂಗ್
purataana,ಪುರತಾನ
ameotropic,ಅಮಿಯೋಟ್ರೋಪಿಕ್
ombainurarinda,ಒಂಬೈನೂರರಿಂದ
jimnastninda,ಜಿಮ್ನಾಸ್ಟ್ನಿಂದ
sankuchisalpaduvudarinda,ಸಂಕುಚಿಸಲ್ಪಡುವುದರಿಂದ
siddammanigoo,ಸಿದ್ದಮ್ಮನಿಗೂ
onagihavu,ಒಣಗಿಹವು
susthiyallittu,ಸುಸ್ಥಿಯಲ್ಲಿಟ್ಟು
viraapuradavaru,ವೀರಾಪುರದವರು
vyaktivikasana,ವ್ಯಕ್ತಿವಿಕಸನ
parikshakarada,ಪರೀಕ್ಷಕರಾದ
royale,ರಾಯಲ್
vrutasthanagidda,ವೃತಸ್ಥನಾಗಿದ್ದ
saalugalashte,ಸಾಲುಗಳಷ್ಟೆ
nirmisalaagalilla,ನಿರ್ಮಿಸಲಾಗಲಿಲ್ಲ
bhayotpadakaranna,ಭಯೋತ್ಪಾದಕರನ್ನ
sahayakavaguttave,ಸಹಾಯಕವಾಗುತ್ತವೆ
tiliyuttaale,ತಿಳಿಯುತ್ತಾಳೆ
noyatodagidavu,ನೋಯತೊಡಗಿದವು
racaneyalli,ರಚನೆಯಲ್ಲಿ
shantidhutana,ಶಾಂತಿಧೂತನ
guwamge,ಗುವಾಮ್ಗೆ
himsisidda,ಹಿಂಸಿಸಿದ್ದ
avugaligaagi,ಅವುಗಳಿಗಾಗಿ
leshmania,ಲೆಶ್ಮ್ಯಾನಿಯಾ
gundappanu,ಗುಂಡಪ್ಪನು
matugalene,ಮಾತುಗಳೇನೆ
hindiruguvarendu,ಹಿಂದಿರುಗುವರೆಂದು
pratyoropagalu,ಪ್ರತ್ಯೋರೋಪಗಳು
abhidhamanige,ಅಭಿಧಮನಿಗೆ
sugandhihara,ಸುಗಂಧಿಹಾರ
sannaswaamige,ಸಣ್ಣಸ್ವಾಮಿಗೆ
innorvara,ಇನ್ನೋರ್ವರ
dasapanthavu,ದಾಸಪಂಥವು
idannaadroo,ಇದನ್ನಾದ್ರೂ
aadhaaragalittu,ಆಧಾರಗಳಿತ್ತು
hiriyapatrakartaru,ಹಿರಿಯಪತ್ರಕರ್ತರು
nirdeshakaraaddarinda,ನಿರ್ದೇಶಕರಾದ್ದರಿಂದ
nijamagi,ನಿಜಮಾಗಿ
wardrobnondige,ವಾರ್ಡ್ರೋಬ್ನೊಂದಿಗೆ
oppoge,ಒಪ್ಪೋಗೆ
varchagalalle,ವರ್ಚಗಳಲ್ಲೇ
kattugalodane,ಕಟ್ಟುಗಳೊಡನೆ
parsvanath,ಪಾರ್ಶ್ವನಾಥ
alankanallur,ಅಲಂಕನಲ್ಲೂರ
habbadootakke,ಹಬ್ಬದೂಟಕ್ಕೆ
phalaanuphalagala,ಫಲಾನುಫಲಗಳ
dwaaravaayitu,ದ್ವಾರವಾಯಿತು
astitvakkagina,ಅಸ್ತಿತ್ವಕ್ಕಾಗಿನ
kirikiriyuvaga,ಕಿರಿಕಿರಿಯುವಾಗ
shulkavidda,ಶುಲ್ಕವಿದ್ದ
kuruvati,ಕುರುವತಿ
eduraaguvantiddare,ಎದುರಾಗುವಂತಿದ್ದರೆ
daarimadhyedalle,ದಾರಿಮಧ್ಯೆದಲ್ಲೇ
tappella,ತಪ್ಪೆಲ್ಲ
dhrudikarisuva,ಧೃಡೀಕರಿಸುವ
indicent,ಇಂಡಿಸೆಂಟ್
galisiruvude,ಗಳಿಸಿರುವುದೇ
bhagiyagiddaro,ಭಾಗಿಯಾಗಿದ್ದರೋ
appalisidaagaloo,ಅಪ್ಪಳಿಸಿದಾಗಲೂ
kutruppadiyalli,ಕುಟ್ರುಪ್ಪಾಡಿಯಲ್ಲಿ
shikshanashilpi,ಶಿಕ್ಷಣಶಿಲ್ಪಿ
aadhaaradalliaaropiyannu,ಆಧಾರದಲ್ಲಿಆರೋಪಿಯನ್ನು
raajyapaalanaaguva,ರಾಜ್ಯಪಾಲನಾಗುವ
prolactinoma,ಪ್ರೊಲ್ಯಾಕ್ಟಿನೊಮಾ
lekkaparisheelana,ಲೆಕ್ಕಪರಿಶೀಲನಾ
tondaregalalloo,ತೊಂದರೆಗಳಲ್ಲೂ
kedageyalli,ಕೇದಗೆಯಲ್ಲಿ
rashtrakkarpane,ರಾಷ್ಟ್ರಕ್ಕರ್ಪಣೆ
sparshavashte,ಸ್ಪರ್ಶವಷ್ಟೇ
haaruvaralli,ಹಾರುವರಲ್ಲಿ
kaanunubaddavaagillada,ಕಾನೂನುಬದ್ದವಾಗಿಲ್ಲದ
nindisirodu,ನಿಂದಿಸಿರೋದು
mahatvavodagide,ಮಹತ್ವವೊದಗಿದೆ
dhanujan,ಧನುಜನ
ikkisikondavara,ಇಕ್ಕಿಸಿಕೊಂಡವರ
sandehaveke,ಸಂದೇಹವೇಕೆ
yogapatuvada,ಯೋಗಪಟುವಾದ
baredillavaaddarinda,ಬರೆದಿಲ್ಲವಾದ್ದರಿಂದ
jalihalla,ಜಾಲಿಹಳ್ಳ
paligiruvudarinda,ಪಾಲಿಗಿರುವುದರಿಂದ
aatagalannaadabahudu,ಆಟಗಳನ್ನಾಡಬಹುದು
jadhavarinda,ಜಾಧವರಿಂದ
uttarapradeshadalloo,ಉತ್ತರಪ್ರದೇಶದಲ್ಲೂ
dhwaniwardhakagalu,ಧ್ವನಿವರ್ಧಕಗಳು
vakilanalli,ವಕೀಲನಲ್ಲಿ
aagattide,ಆಗತ್ತಿದೆ
siddashaila,ಸಿದ್ಧಶೈಲ
ittaiti,ಇಟ್ಟೈತಿ
premavannolagonda,ಪ್ರೇಮವನ್ನೊಳಗೊಂಡ
asahanegolagaagide,ಅಸಹನೆಗೊಳಗಾಗಿದೆ
gigabites,ಗೀಗಾಬೈಟ್ಸ್
kostromska,ಕೋಸ್ಟ್ರೋಮ್ಸ್ಕಾ
parihaaragalenu,ಪರಿಹಾರಗಳೇನು
dhwaniyettidaru,ಧ್ವನಿಯೆತ್ತಿದರು
sanjamu,ಸಂಜಾಮು
kaddaalikeyaaguva,ಕದ್ದಾಲಿಕೆಯಾಗುವ
gavaaya,ಗವಾಯ
suttuvaridante,ಸುತ್ತುವರಿದಂತೆ
aisijeya,ಐಸಿಜೆಯ
maduveye,ಮದುವೆಯೆ
chusiyagutta,ಚೂಸಿಯಾಗುತ್ತಾ
gnanigalendu,ಜ್ಞಾನಿಗಳೆಂದು
banaduru,ಬಣದೂರು
purushaarthasaadhaneya,ಪುರುಷಾರ್ಥಸಾಧನೆಯ
muttewarpudum,ಮುಟ್ಟೆವರ್ಪುದುಂ
teralabeko,ತೆರಳಬೇಕೋ
kattitendoo,ಕಟ್ಟಿತೆಂದೂ
prajnaapoorakavaada,ಪ್ರಜ್ಞಾಪೂರಕವಾದ
garbhaadaanada,ಗರ್ಭಾದಾನದ
suttiddaagide,ಸುತ್ತಿದ್ದಾಗಿದೆ
idannupaarlimentari,ಇದನ್ನುಪಾರ್ಲಿಮೆಂಟರಿ
pantiyaraada,ಪಂತೀಯರಾದ
helikoltidru,ಹೇಳಿಕೊಳ್ತಿದ್ರು
sarisalaagadu,ಸರಿಸಲಾಗದು
napatra,ನಾಪತ್ರ
kristanalla,ಕ್ರಿಸ್ತನಲ್ಲ
samskaarakagalinda,ಸಂಸ್ಕಾರಕಗಳಿಂದ
ashtondella,ಅಷ್ಟೊಂದೆಲ್ಲ
gesthouse,ಗೆಸ್ಟಹೌಸ್
oinotated,ಆಯ್ನೊಟೇಟೆಡ್
higandittu,ಹೀಗಂದಿತ್ತು
sangeshwar,ಸಂಗೇಶ್ವರ
belavanuru,ಬೆಳವನೂರು
vaibgalu,ವೈಬ್ಗಳು
telaginavanu,ತೆಲಗಿನವನು
kotoorinalli,ಕೋಟೂರಿನಲ್ಲಿ
aghoravu,ಅಘೋರವೂ
kolaraadoge,ಕೊಲರಾಡೊಗೆ
noolinantiruva,ನೂಲಿನಂತಿರುವ
enellaavannu,ಏನೆಲ್ಲಾವನ್ನು
thebs,ಥೆಬ್ಸ್
balihakuvalli,ಬಲಿಹಾಕುವಲ್ಲಿ
verso,ವರ್ಸೋ
makutava,ಮಕುಟವ
hennugalive,ಹೆಣ್ಣುಗಳಿವೆ
antandukondaru,ಅಂತಂದುಕೊಂಡರೂ
sidimida,ಸಿಡಿಮಿಡ
