mathanggi,ꯃꯊꯪꯒꯤ
karenni,ꯀꯥꯔꯦꯟꯅꯤ
maanapa,ꯃꯥꯅꯄ
machaaibemma,ꯃꯆꯥꯏꯕꯦꯝꯃ
egyp,ꯏꯖꯤꯞ
nungsibiba,ꯅꯨꯡꯁꯤꯕꯤꯕ
terapawar,ꯇꯦꯔꯥꯄꯋꯥꯔ
mabung,ꯃꯕꯨꯡ
nattaga,ꯅꯠꯇꯒ
khongmi,ꯈꯣꯡꯃꯤ
engaa,ꯏꯉꯥ
asoiba,ꯑꯁꯣꯢꯕ
taothingmang,ꯇꯥꯎꯊꯤꯡꯃꯥꯡ
kordata,ꯀꯣꯔꯗꯥꯇꯥ
irakpaa,ꯏꯔꯛꯄꯥ
yadaraba,ꯌꯥꯗꯔꯕ
mexicodagi,ꯃꯦꯛꯁꯤꯀꯣꯗꯒꯤ
ukhrulgi,ꯎꯈ꯭ꯔꯨꯜꯒꯤ
awangnongchup,ꯑꯋꯥꯡꯅꯣꯡꯆꯨꯞ
lamansing,ꯂꯃꯟꯁꯤꯡ
asaangbani,ꯑꯁꯥꯡꯕꯅꯤ
laipakta,ꯂꯥꯢꯄꯛꯇ
longgichuda,ꯂꯣꯡꯒꯤꯆꯨꯗ
khundaaminnei,ꯈꯨꯟꯗꯥꯃꯤꯟꯅꯩ
govindaji,ꯒꯣꯚꯤꯟꯗꯖꯤ
hakchangsu,ꯍꯛꯆꯥꯡꯁꯨ
sangdokpa,ꯁꯥꯡꯗꯣꯛꯄ
portugalqi,ꯄꯣꯔꯇꯨꯒꯜꯒꯤ
mantu,ꯃꯥꯟꯇꯨ
yanduna,ꯌꯥꯟꯗꯨꯅ
wahoudok,ꯋꯥꯍꯧꯗꯣꯛ
khotpa,ꯈꯣꯠꯄ
thannariba,ꯊꯥꯟꯅꯔꯤꯕ
thajanei,ꯊꯥꯖꯅꯩ
santanugi,ꯁꯥꯟꯇꯅꯨꯒꯤ
sintambada,ꯁꯤꯟꯇꯝꯕꯗ
angola,ꯑꯪꯒꯣꯂꯥ
hannaa,ꯍꯟꯅꯥ
loutannarakpadagi,ꯂꯧꯇꯥꯟꯅꯔꯛꯄꯗꯒꯤ
sinsaarol,ꯁꯤꯟꯁꯥꯔꯣꯜ
artsta,ꯑꯥꯔꯠꯁꯇ
redon,ꯔꯦꯗꯣꯟ
ethopia,ꯏꯊꯣꯄꯤꯌꯥ
chatnalonsingda,ꯆꯠꯅꯂꯣꯟꯁꯤꯡꯗ
mathanggisinaa,ꯃꯊꯪꯒꯤꯁꯤꯅꯥ
fongdoklibasi,ꯐꯣꯡꯗꯣꯛꯂꯤꯕꯁꯤ
senphamna,ꯁꯦꯟꯐꯝꯅ
leikaida,ꯂꯩꯀꯥꯢꯗ
esinggi,ꯏꯁꯤꯡꯒꯤ
mashakni,ꯃꯁꯛꯅꯤ
tunginloi,ꯇꯨꯡꯏꯟꯂꯣꯢ
ngaangkhareima,ꯉꯥꯡꯈꯔꯩꯃ
ahumlak,ꯑꯍꯨꯝꯂꯛ
ngakthoknaba,ꯉꯥꯛꯊꯣꯛꯅꯕ
leibaak,ꯂꯩꯕꯥꯛ
kutpa,ꯀꯨꯠꯄ
khongpaak,ꯈꯣꯡꯄꯥꯛ
chongkhi,ꯆꯣꯡꯈꯤ
wukong,ꯋꯨꯀꯣꯡ
nupini,ꯅꯨꯄꯤꯅꯤ
mafamga,ꯃꯐꯝꯒ
achapot,ꯑꯆꯥꯄꯣꯠ
waothokpa,ꯋꯥꯎꯊꯣꯛꯄ
laipenthou,ꯂꯥꯢꯄꯦꯟꯊꯧ
utlakli,ꯎꯠꯂꯛꯂꯤ
micropile,ꯃꯥꯢꯀ꯭ꯔꯣꯄꯥꯢꯜ
thounigi,ꯊꯧꯅꯤꯒꯤ
thaap,ꯊꯥꯞ
mapabu,ꯃꯄꯥꯕꯨ
ngangkham,ꯉꯥꯡꯈꯝ
khamlangpa,ꯈꯝꯂꯥꯡꯄ
yangkheimari,ꯌꯥꯡꯈꯩꯃꯔꯤ
lourok,ꯂꯧꯔꯣꯛ
naatondagi,ꯅꯥꯇꯣꯟꯗꯒꯤ
ningthoukabadagi,ꯅꯤꯡꯊꯧꯀꯥꯕꯗꯒꯤ
idom,ꯏꯗꯣꯝ
laandaaba,ꯂꯥꯟꯗꯥꯕ
thangna,ꯊꯪꯅ
theogoni,ꯊꯤꯌꯣꯒꯣꯅꯤ
niyogki,ꯅꯤꯌꯣꯒꯀꯤ
maphamsida,ꯃꯐꯝꯁꯤꯗ
netwaakni,ꯅꯦꯠꯋꯥꯛꯅꯤ
khuntariba,ꯈꯨꯟꯇꯥꯔꯤꯕ
ithatki,ꯏꯊꯠꯀꯤ
touhanba,ꯇꯧꯍꯟꯕ
bise,ꯕꯤꯁꯦ
ukhok,ꯎꯈꯣꯛ
moilanggi,ꯃꯣꯢꯂꯥꯡꯒꯤ
imphaala,ꯏꯝꯐꯥꯂ
ipusingki,ꯏꯄꯨꯁꯤꯡꯀꯤ
tanglou,ꯇꯥꯡꯂꯧ
maaga,ꯃꯥꯒ
nupaani,ꯅꯨꯄꯥꯅꯤ
dhumabati,ꯙꯨꯃꯥꯕꯇꯤ
shingchaa,ꯁꯤꯡꯆꯥ
naothingkhongda,ꯅꯥꯎꯊꯤꯡꯈꯣꯡꯗ
pambidagi,ꯄꯥꯝꯕꯤꯗꯒꯤ
ngaijabado,ꯉꯥꯢꯖꯕꯗꯣ
kourammi,ꯀꯧꯔꯝꯃꯤ
fadri,ꯐꯥꯗ꯭ꯔꯤ
chingsing,ꯆꯤꯡꯁꯤꯡ
misingdana,ꯃꯤꯁꯤꯡꯗꯅ
munduna,ꯃꯨꯟꯗꯨꯅ
tetsingda,ꯇꯦꯠꯁꯤꯡꯗ
panthoudi,ꯄꯟꯊꯧꯗꯤ
chaobagi,ꯆꯥꯎꯕꯒꯤ
barodakaasting,ꯕꯔꯣꯗꯀꯥꯁꯇꯤꯡ
chaakchaa,ꯆꯥꯛꯆꯥ
subhadra,ꯁꯨꯚꯗ꯭ꯔꯥ
yumsharon,ꯌꯨꯝꯁꯥꯔꯣꯟ
sugnu,ꯁꯨꯒꯅꯨ
houtoklakpani,ꯍꯧꯇꯣꯛꯂꯛꯄꯅꯤ
yaba,ꯌꯥꯕ
kaptuna,ꯀꯞꯇꯨꯅ
nakenthagi,ꯅꯥꯀꯦꯟꯊꯥꯒꯤ
molecule,ꯃꯣꯂꯤꯀꯨꯜ
anisubada,ꯑꯅꯤꯁꯨꯕꯗ
iraabot,ꯏꯔꯥꯕꯣꯠ
oipa,ꯑꯣꯢꯄ
laaklurabatungda,ꯂꯥꯛꯂꯨꯔꯕꯇꯨꯡꯗ
pakchaobasi,ꯄꯥꯛꯆꯥꯎꯕꯁꯤ
thabi,ꯊꯕꯤ
kayaamarumgi,ꯀꯌꯥꯃꯔꯨꯝꯒꯤ
sagolshem,ꯁꯒꯣꯜꯁꯦꯝ
haibadagini,ꯍꯥꯢꯕꯗꯒꯤꯅꯤ
huraan,ꯍꯨꯔꯥꯟ
hitom,ꯍꯤꯇꯣꯝ
avtar,ꯑꯚꯇꯥꯔ
kamakshi,ꯀꯥꯃꯥꯛꯁꯤ
asumnaa,ꯑꯁꯨꯝꯅꯥ
nunggi,ꯅꯨꯡꯒꯤ
meiram,ꯃꯩꯔꯝ
phahanba,ꯐꯍꯟꯕ
thouraangsing,ꯊꯧꯔꯥꯡꯁꯤꯡ
changbi,ꯆꯪꯕꯤ
ningngolsing,ꯅꯤꯡꯉꯣꯜꯁꯤꯡ
heikhaani,ꯍꯩꯈꯥꯅꯤ
thakhibagi,ꯊꯥꯈꯤꯕꯒꯤ
asean,ꯑꯦꯁꯤꯌꯥꯟ
sodiumgi,ꯁꯣꯗꯤꯌꯝꯒꯤ
tesan,ꯇꯦꯁꯟ
tangcha,ꯇꯥꯡꯆ
herachanda,ꯍꯦꯔꯥꯆꯟꯗ
mapaali,ꯃꯄꯥꯂꯤ
samba,ꯁꯝꯕ
taaramba,ꯇꯥꯔꯝꯕ
phailel,ꯐꯥꯢꯂꯦꯜ
amukta,ꯑꯃꯨꯛꯇ
italico,ꯏꯇꯥꯂꯤꯀꯣ
netwaakking,ꯅꯦꯠꯋꯥꯛꯀꯤꯡ
lanmisinggi,ꯂꯥꯟꯃꯤꯁꯤꯡꯒꯤ
erang,ꯏꯔꯥꯡ
phongdoknei,ꯐꯣꯡꯗꯣꯛꯅꯩ
wangmagi,ꯋꯥꯡꯃꯒꯤ
cheisra,ꯆꯩꯁ꯭ꯔꯥ
isindunaa,ꯏꯁꯤꯟꯗꯨꯅꯥ
phambal,ꯐꯝꯕꯥꯜ
maannare,ꯃꯥꯟꯅꯔꯦ
mikhalda,ꯃꯤꯈꯜꯗ
hidaak,ꯍꯤꯗꯥꯛ
yaanduna,ꯌꯥꯟꯗꯨꯅ
pholk,ꯐꯣꯜꯛ
faagatnaba,ꯐꯥꯒꯠꯅꯕ
amadagi,ꯑꯃꯗꯒꯤ
maphamsingda,ꯃꯐꯝꯁꯤꯡꯗ
kritibasna,ꯀ꯭ꯔꯤꯇꯤꯕꯥꯁꯅ
laode,ꯂꯥꯎꯗꯦ
khaaktuna,ꯈꯥꯛꯇꯨꯅ
thu,ꯊꯨ
mashakti,ꯃꯁꯛꯇꯤ
parbati,ꯄꯥꯔꯕꯇꯤ
lambubanachingba,ꯂꯝꯕꯨꯕꯅꯆꯤꯡꯕ
jham,ꯓꯝ
karnam,ꯀꯔꯅꯝ
waapham,ꯋꯥꯐꯝ
leingaakka,ꯂꯩꯉꯥꯛꯀ
ling,ꯂꯤꯡ
toukhiba,ꯇꯧꯈꯤꯕ
saapama,ꯁꯥꯄꯃ
bezosna,ꯕꯦꯖꯣꯁꯅ
khangatpada,ꯈꯟꯒꯠꯄꯗ
waabu,ꯋꯥꯕꯨ
cotyledon,ꯀꯣꯠꯇꯜꯂꯤꯗꯟ
khang,ꯈꯪ
emak,ꯏꯃꯥꯛ
nongkaalon,ꯅꯣꯡꯀꯥꯂꯣꯟ
nungthilgi,ꯅꯨꯡꯊꯤꯜꯒꯤ
khongpha,ꯈꯣꯡꯐꯝ
yumpaan,ꯌꯨꯝꯄꯥꯟ
numitni,ꯅꯨꯃꯤꯠꯅꯤ
loukum,ꯂꯧꯀꯨꯝ
waaphamsi,ꯋꯥꯐꯝꯁꯤ
raaka,ꯔꯥꯀ
houjikphaogi,ꯍꯧꯖꯤꯛꯐꯥꯎꯒꯤ
ashiba,ꯑꯁꯤꯕ
chingdon,ꯆꯤꯡꯗꯣꯟ
phamthol,ꯐꯝꯊꯣꯜ
tanja,ꯇꯥꯟꯖ
mioibadagidi,ꯃꯤꯑꯣꯢꯕꯗꯒꯤꯗꯤ
chamapanga,ꯆꯥꯃꯥꯄꯟꯒ
yaorakpasing,ꯌꯥꯎꯔꯛꯄꯁꯤꯡ
wikipediada,ꯋꯤꯀꯤꯄꯦꯗꯤꯌꯥꯗ
taaknaba,ꯇꯥꯛꯅꯕ
leptam,ꯂꯦꯞꯇꯝ
tangnaribasi,ꯇꯪꯅꯔꯤꯕꯁꯤ
leipaaksing,ꯂꯩꯄꯥꯛꯁꯤꯡ
taaraknaba,ꯇꯥꯔꯛꯅꯕ
iheelel,ꯏꯍꯤꯂꯦꯜ
oibada,ꯑꯣꯢꯕꯗ
dicot,ꯗꯥꯢꯀꯣꯠ
purakkha,ꯄꯨꯔꯛꯈ
waapu,ꯋꯥꯄꯨ
sofweyar,ꯁꯣꯐꯋꯦꯌꯔ
liri,ꯂꯤꯔꯤ
leigadara,ꯂꯩꯒꯗꯔꯥ
kiwano,ꯀꯤꯋꯥꯅꯣ
veitnam,ꯚꯦꯠꯅꯥꯝ
tonjeng,ꯇꯣꯟꯖꯦꯡ
iwaan,ꯏꯋꯥꯟ
semlakkhi,ꯁꯦꯝꯂꯛꯈꯤ
atenba,ꯑꯇꯦꯟꯕ
haibasigi,ꯍꯥꯢꯕꯁꯤꯒꯤ
biren,ꯕꯤꯔꯦꯟ
sovietki,ꯁꯣꯚꯤꯌꯦꯠꯀꯤ
tampakni,ꯇꯝꯄꯥꯛꯅꯤ
meiteisinggi,ꯃꯩꯇꯩꯁꯤꯡꯒꯤ
laayengba,ꯂꯥꯌꯦꯡꯕ
innarakpagi,ꯏꯟꯅꯔꯛꯄꯒꯤ
meeoibadagidi,ꯃꯤꯑꯣꯢꯕꯗꯒꯤꯗꯤ
khunthoklakkhi,ꯈꯨꯟꯊꯣꯛꯂꯛꯈꯤ
lamdiya,ꯂꯝꯗꯤꯌꯥ
thaadoklakpa,ꯊꯥꯗꯣꯛꯂꯛꯄ
mongsongna,ꯃꯣꯡꯁꯣꯡꯅ
mingni,ꯃꯤꯡꯅꯤ
ningnakhi,ꯅꯤꯡꯅꯈꯤ
ihou,ꯏꯍꯧ
meeyamki,ꯃꯤꯌꯥꯝꯀꯤ
heikha,ꯍꯩꯈꯥ
gallery,ꯒꯦꯂꯦꯔꯤ
nongbaan,ꯅꯣꯡꯕꯥꯟ
yangkheimapan,ꯌꯥꯡꯈꯩꯃꯥꯄꯟ
chatnalondagi,ꯆꯠꯅꯂꯣꯟꯗꯒꯤ
langpan,ꯂꯥꯡꯄꯟ
saatpati,ꯁꯥꯠꯄꯇꯤ
piramida,ꯄꯤꯔꯥꯃꯤꯗ
papaki,ꯄꯥꯄꯀꯤ
chokthaba,ꯆꯣꯛꯊꯕ
nampak,ꯅꯝꯄꯥꯛ
oksa,ꯑꯣꯛꯁꯥ
mahei,ꯃꯍꯩ
sevres,ꯁꯦꯚ꯭ꯔꯦꯁ
khaapi,ꯈꯥꯄꯤ
laiyamsingda,ꯂꯥꯢꯌꯥꯝꯁꯤꯡꯗ
nangka,ꯅꯪꯀ
useumda,ꯌꯨꯖꯤꯌꯝꯗ
lousinkharaba,ꯂꯧꯁꯤꯟꯈꯔꯕ
sijinnari,ꯁꯤꯖꯤꯟꯅꯔꯤ
ngaariyaanbam,ꯉꯥꯔꯤꯌꯥꯟꯕꯝ
samlappa,ꯁꯝꯂꯞꯄ
thirakpa,ꯊꯤꯔꯛꯄ
chasingdagi,ꯆꯥꯁꯤꯡꯗꯒꯤ
ahenba,ꯑꯍꯦꯟꯕ
tartarus,ꯇꯥꯔꯇꯥꯔꯁ
raabonna,ꯔꯥꯕꯣꯟꯅ
thaknanaba,ꯊꯛꯅꯅꯕ
mamaaleipaak,ꯃꯃꯥꯂꯩꯄꯥꯛ
punjaabatagi,ꯄꯨꯟꯖꯥꯕꯇꯒꯤ
britishna,ꯕ꯭ꯔꯤꯇꯤꯁꯅ
laising,ꯂꯥꯢꯁꯤꯡ
alharamgi,ꯑꯜꯍꯔꯥꯝꯒꯤ
chakhatpadagi,ꯆꯈꯠꯄꯗꯒꯤ
chanbagi,ꯆꯟꯕꯒꯤ
leingakpasingna,ꯂꯩꯉꯥꯛꯄꯁꯤꯡꯅ
silin,ꯁꯤꯂꯤꯟ
huida,ꯍꯨꯢꯗ
humfutaramapan,ꯍꯨꯝꯐꯨꯇꯔꯥꯃꯥꯄꯟ
charaa,ꯆꯔꯥ
emiratesingki,ꯑꯦꯃꯤꯔꯦꯠꯁꯤꯡꯀꯤ
tamnare,ꯇꯝꯅꯔꯦ
lounakhi,ꯂꯧꯅꯈꯤ
bimola,ꯕꯤꯃꯣꯂꯥ
jagoigi,ꯖꯒꯣꯢꯒꯤ
singchakhompi,ꯁꯤꯡꯆꯥꯈꯣꯝꯄꯤ
muknaa,ꯃꯨꯛꯅꯥ
chingtamlenki,ꯆꯤꯡꯇꯝꯂꯦꯟꯀꯤ
mathakki,ꯃꯊꯛꯀꯤ
layengnaba,ꯂꯥꯌꯦꯡꯅꯕ
irai,ꯏꯔꯥꯢ
kounarammi,ꯀꯧꯅꯔꯝꯃꯤ
leibakcha,ꯂꯩꯕꯥꯛꯆꯥ
angoupanba,ꯑꯉꯧꯄꯥꯟꯕ
arabiyadagi,ꯑꯔꯥꯕꯤꯌꯥꯗꯒꯤ
kangleirol,ꯀꯪꯂꯩꯔꯣꯜ
khutna,ꯈꯨꯠꯅ
pokpaga,ꯄꯣꯛꯄꯒ
imphaldana,ꯏꯝꯐꯥꯜꯗꯅ
sylhettagi,ꯁꯤꯜꯍꯦꯠꯇꯒꯤ
phamtholgi,ꯐꯝꯊꯣꯜꯒꯤ
tampakti,ꯇꯝꯄꯥꯛꯇꯤ
tinapur,ꯇꯤꯅꯥꯄꯨꯔ
yumlonnei,ꯌꯨꯝꯂꯣꯟꯅꯩ
kovida,ꯀꯣꯚꯤꯗ
mashaanna,ꯃꯁꯥꯟꯅ
ramming,ꯔꯥꯝꯃꯤꯡ
wangkhemchaa,ꯋꯥꯡꯈꯦꯝꯆꯥ
yumleima,ꯌꯨꯝꯂꯩꯃ
makhut,ꯃꯈꯨꯠ
eihakti,ꯑꯩꯍꯥꯛꯇꯤ
leinaotaapi,ꯂꯩꯅꯥꯎꯇꯥꯄꯤ
nungshikhraba,ꯅꯨꯡꯁꯤꯈ꯭ꯔꯕ
yanaraba,ꯌꯥꯅꯔꯕ
phoubagi,ꯐꯧꯕꯒꯤ
ronesia,ꯔꯣꯅꯦꯁꯤꯌꯥ
nungsijaba,ꯅꯨꯡꯁꯤꯖꯕ
saakolsel,ꯁꯥꯀꯣꯜꯁꯦꯜ
yenglamdana,ꯌꯦꯡꯂꯝꯗꯅ
saannapung,ꯁꯥꯟꯅꯄꯨꯡ
wharton,ꯋ꯭ꯍꯥꯔꯇꯣꯟ
laktuna,ꯂꯥꯛꯇꯨꯅ
uthoui,ꯎꯠꯍꯧꯏ
taanthaa,ꯇꯥꯟꯊꯥ
saamei,ꯁꯥꯃꯩ
emaak,ꯏꯃꯥꯛ
paambeini,ꯄꯥꯝꯕꯩꯅꯤ
khupompa,ꯈꯨꯄꯣꯝꯄ
khongkao,ꯈꯣꯡꯀꯥꯎ
tahouriba,ꯇꯥꯍꯧꯔꯤꯕ
morai,ꯃꯣꯔꯥꯢ
faadri,ꯐꯥꯗ꯭ꯔꯤ
leihaogi,ꯂꯩꯍꯥꯎꯒꯤ
thaaton,ꯊꯥꯇꯣꯟ
meeteileipaak,ꯃꯤꯇꯩꯂꯩꯄꯥꯛ
purembaga,ꯄꯨꯔꯦꯝꯕꯒ
houdokkhiba,ꯍꯧꯗꯣꯛꯈꯤꯕ
ringei,ꯔꯤꯉꯩ
wanglei,ꯋꯥꯡꯂꯩ
pothokpusin,ꯄꯨꯊꯣꯛꯄꯨꯁꯤꯟ
pukningse,ꯄꯨꯛꯅꯤꯡꯁꯦ
mayaida,ꯃꯌꯥꯢꯗ
mahaakthak,ꯃꯍꯥꯛꯊꯛ
makok,ꯃꯀꯣꯛ
tunginloisingbu,ꯇꯨꯡꯏꯟꯂꯣꯢꯁꯤꯡꯕꯨ
paamluda,ꯄꯥꯝꯂꯨꯗ
institut,ꯏꯟꯁꯇꯤꯇꯨꯠ
wajei,ꯋꯥꯖꯩ
oinasu,ꯑꯣꯢꯅꯁꯨ
apikpabu,ꯑꯄꯤꯛꯄꯕꯨ
nongshaangba,ꯅꯣꯡꯁꯥꯡꯕ
liangmei,ꯂꯤꯌꯥꯡꯃꯩ
chaorakna,ꯆꯥꯎꯔꯥꯛꯅ
mamou,ꯃꯃꯧ
meeramdasu,ꯃꯤꯔꯝꯗꯁꯨ
yananaba,ꯌꯥꯅꯅꯕ
potloi,ꯄꯣꯠꯂꯣꯢ
khwaidagi,ꯈ꯭ꯋꯥꯢꯗꯒꯤ
charik,ꯆꯔꯤꯛ
thangching,ꯊꯥꯡꯆꯤꯡ
leipakka,ꯂꯩꯄꯥꯛꯀ
haatnagadabagi,ꯍꯥꯠꯅꯒꯗꯕꯒꯤ
chadaa,ꯆꯗꯥ
ayokpi,ꯑꯌꯣꯛꯄꯤ
sakkhangbida,ꯁꯛꯈꯪꯕꯤꯗ
mapaamda,ꯃꯄꯥꯝꯗ
leitenggi,ꯂꯩꯇꯦꯡꯒꯤ
yanakhre,ꯌꯥꯅꯈ꯭ꯔꯦ
maphamshida,ꯃꯐꯝꯁꯤꯗ
potthok,ꯄꯣꯠꯊꯣꯛ
sijinnaduna,ꯁꯤꯖꯤꯟꯅꯗꯨꯅ
atinga,ꯑꯇꯤꯡꯑꯥ
imabi,ꯏꯃꯥꯕꯤ
kumda,ꯀꯨꯝꯗ
upal,ꯎꯄꯥꯜ
athengba,ꯑꯊꯦꯡꯕ
tangjamba,ꯇꯥꯡꯖꯥꯝꯕ
matungdaa,ꯃꯇꯨꯡꯗꯥ
nangbu,ꯅꯪꯕꯨ
kudingmak,ꯀꯨꯗꯤꯡꯃꯛ
erakpa,ꯏꯔꯛꯄ
komlaa,ꯀꯣꯝꯂꯥ
chudagi,ꯆꯨꯗꯒꯤ
kunthraamangaa,ꯀꯨꯟꯊ꯭ꯔꯥꯃꯉꯥ
mariyane,ꯃꯥꯔꯤꯌꯥꯅꯦ
wangbren,ꯋꯥꯡꯕ꯭꯭ꯔꯦꯟ
konu,ꯀꯣꯅꯨ
yumjaotaaba,ꯌꯨꯝꯖꯥꯎꯇꯥꯕ
laabik,ꯂꯥꯕꯤꯛ
amadudi,ꯑꯃꯗꯨꯗꯤ
yuwait,ꯌꯨꯋꯥꯢꯠ
apakpadagi,ꯑꯄꯛꯄꯗꯒꯤ
loyaalaakpagi,ꯂꯣꯌꯥꯂꯥꯛꯄꯒꯤ
taamodusu,ꯇꯥꯃꯣꯗꯨꯁꯨ
erabot,ꯏꯔꯥꯕꯣꯠ
panglakkhi,ꯄꯥꯡꯂꯛꯈꯤ
paambini,ꯄꯥꯝꯕꯤꯅꯤ
tujung,ꯇꯨꯖꯨꯡ
kummeisingdi,ꯀꯨꯝꯃꯩꯁꯤꯡꯗꯤ
nongchubagi,ꯅꯣꯡꯆꯨꯕꯒꯤ
khundaminei,ꯈꯨꯟꯗꯃꯤꯅꯩ
samuganda,ꯁꯃꯨꯒꯟꯗꯥ
khangdri,ꯈꯪꯗ꯭ꯔꯤ
miunisipaliti,ꯃꯤꯎꯅꯤꯁꯤꯄꯥꯂꯤꯇꯤ
potlamsingsu,ꯄꯣꯠꯂꯝꯁꯤꯡꯁꯨ
mawaa,ꯃꯋꯥ
specieski,ꯁ꯭ꯄꯦꯁꯤꯖꯀꯤ
fangba,ꯐꯪꯕ
haibagi,ꯍꯥꯢꯕꯒꯤ
khonglei,ꯈꯣꯡꯂꯩ
buffet,ꯕꯐꯦꯠ
sinima,ꯁꯤꯅꯤꯃꯥ
machasingna,ꯃꯆꯥꯁꯤꯡꯅ
poireiton,ꯄꯣꯢꯔꯩꯇꯣꯟ
leinoupa,ꯂꯩꯅꯧꯄ
kakthattuna,ꯀꯛꯊꯠꯇꯨꯅ
thamliba,ꯊꯝꯂꯤꯕ
mangaalgi,ꯃꯉꯥꯜꯒꯤ
khiori,ꯈꯤꯑꯣꯔꯤ
phamliba,ꯐꯝꯂꯤꯕ
nungshijaruba,ꯅꯨꯡꯁꯤꯖꯔꯨꯕ
karang,ꯀꯔꯥꯡ
imphalda,ꯏꯝꯐꯥꯜꯗ
onsingi,ꯑꯣꯟꯁꯤꯟꯒꯤ
hotnarakpadagi,ꯍꯣꯠꯅꯔꯛꯄꯗꯒꯤ
paathaari,ꯄꯥꯊꯥꯔꯤ
lingkhatkhi,ꯂꯤꯡꯈꯠꯈꯤ
lamsinlaga,ꯂꯥꯝꯁꯤꯟꯂꯒ
yaangngi,ꯌꯥꯡꯉꯤ
marjit,ꯃꯥꯔꯖꯤꯠ
panaagi,ꯄꯅꯥꯒꯤ
lanmeesinggi,ꯂꯥꯟꯃꯤꯁꯤꯡꯒꯤ
lamjel,ꯂꯝꯖꯦꯜ
kansonen,ꯀꯟꯁꯣꯅꯦꯟ
tinfam,ꯇꯤꯟꯐꯝ
phulatali,ꯐꯨꯂꯇꯂꯤ
skandamata,ꯁ꯭ꯀꯟꯗꯃꯥꯇꯥ
chaapok,ꯆꯥꯄꯣꯛ
hammangnale,ꯍꯝꯃꯥꯡꯅꯂꯦ
nungaibagi,ꯅꯨꯉꯥꯢꯕꯒꯤ
thum,ꯊꯨꯝ
mahaakkumna,ꯃꯍꯥꯛꯀꯨꯝꯅ
yaribi,ꯌꯥꯔꯤꯕꯤ
loukhatpa,ꯂꯧꯈꯠꯄ
phunggawari,ꯐꯨꯡꯒꯥꯋꯥꯔꯤ
shaagi,ꯁꯥꯒꯤ
cheilaak,ꯆꯩꯂꯥꯛ
britishki,ꯕ꯭ꯔꯤꯇꯤꯁꯀꯤ
thaasigi,ꯊꯥꯁꯤꯒꯤ
thaangyee,ꯊꯥꯡꯌꯤ
maramda,ꯃꯔꯝꯗ
taathibigano,ꯇꯥꯊꯤꯕꯤꯒꯅꯣ
kilometergi,ꯀꯤꯂꯣꯃꯤꯇꯔꯒꯤ
saalonnakhi,ꯁꯥꯂꯣꯟꯅꯈꯤ
mirolda,ꯃꯤꯔꯣꯜꯗ
barpeta,ꯕꯥꯔꯄꯦꯇꯥ
upaanbi,ꯎꯄꯥꯟꯕꯤ
kaarenni,ꯀꯥꯔꯦꯟꯅꯤ
chefong,ꯆꯦꯐꯣꯡ
sintokhoupane,ꯁꯤꯟꯇꯣꯛꯍꯧꯄꯅꯦ
hilen,ꯍꯤꯂꯦꯟ
pukham,ꯄꯨꯈꯝ
polination,ꯄꯣꯂꯤꯅꯦꯁꯟ
ngangnari,ꯉꯥꯡꯅꯔꯤ
buildingsinggi,ꯕꯤꯜꯗꯤꯡꯁꯤꯡꯒꯤ
ngaleima,ꯉꯥꯂꯩꯃ
thengnaminnabagi,ꯊꯦꯡꯅꯃꯤꯟꯅꯕꯒꯤ
mapuda,ꯃꯄꯨꯗ
labasu,ꯂꯕꯁꯨ
glottolog,ꯒ꯭ꯂꯣꯇꯣꯂꯣꯒ
meklina,ꯃꯦꯛꯂꯤꯅ
zhenwudadi,ꯓꯦꯟꯋꯨꯗꯥꯗꯤ
lairenlakpam,ꯂꯥꯢꯔꯦꯟꯂꯥꯛꯄꯝ
matunggi,ꯃꯇꯨꯡꯒꯤ
kingdomgi,ꯀꯤꯡꯗꯝꯒꯤ
leigalli,ꯂꯩꯒꯜꯂꯤ
panini,ꯄꯥꯅꯤꯅꯤ
letihelminthes,ꯂꯦꯇꯤꯍꯦꯜꯃꯤꯟꯊꯤꯁ
citysuni,ꯁꯤꯇꯤꯁꯨꯅꯤ
yengliba,ꯌꯦꯡꯂꯤꯕ
gaitri,ꯒꯥꯢꯇ꯭ꯔꯤ
fanayaamba,ꯐꯅꯌꯥꯝꯕ
khaangaanba,ꯈꯥꯉꯥꯟꯕ
lampina,ꯂꯥꯝꯄꯤꯅ
paarsiyaan,ꯄꯥꯔꯁꯤꯌꯥꯟ
waahou,ꯋꯥꯍꯧ
rehei,ꯔꯦꯍꯩ
mireipaaktaki,ꯃꯤꯔꯩꯄꯥꯛꯇꯀꯤ
lanmigi,ꯂꯥꯟꯃꯤꯒꯤ
youhanduna,ꯌꯧꯍꯟꯗꯨꯅ
mongba,ꯃꯣꯡꯕ
thaangbi,ꯊꯥꯡꯕꯤ
metpada,ꯃꯦꯠꯄꯗ
achouba,ꯑꯆꯧꯕ
lairembiga,ꯂꯥꯢꯔꯦꯝꯕꯤꯒ
asukpa,ꯑꯁꯨꯛꯄ
kuntha,ꯀꯨꯟꯊ
sijinnaraga,ꯁꯤꯖꯤꯟꯅꯔꯒ
rembi,ꯔꯦꯝꯕꯤ
potchaksing,ꯄꯣꯠꯆꯥꯛꯁꯤꯡ
khongga,ꯈꯣꯡꯒ
paotakloi,ꯄꯥꯎꯇꯥꯛꯂꯣꯢ
