uthithanti,ଉଠିଥାଆନ୍ତି
patidebankara,ପତିଦେବଙ୍କର
bimbadharapanda,ବିମ୍ବାଧରପଣ୍ଡା
antahmantralaya,ଆନ୍ତଃମନ୍ତ୍ରାଳୟ
kolkatathu,କୋଲକାତାଠୁ
chintam,ଚିନ୍ତାମ
saptamangala,ସପ୍ତମଙ୍ଗଳା
dhrubri,ଧ୍ରୁବ୍ରୀ
tipeila,ଟିପେଇଲା
nirmatankara,ନିର୍ମାତାଙ୍କର
gopuja,ଗୋପୂଜା
tanmayankara,ତନ୍ମୟଙ୍କର
bitibhi,ବିଟିଭି
sangathanati,ସଂଗଠନଟି
luharu,ଲୁହାରୁ
probhidenda,ପ୍ରୋଭିଡେଣ୍ଡ
vrde,ଭିଆରଡିଇ
barkata,ବରକଟା
brao,ବ୍ରାଓ
cprf,ସିପିଆରଏଫ
kimakurbata,କିମକୁର୍ବତ
hobert,ହୋବର୍ଟ
beerankatharu,ବୀରଙ୍କଠାରୁ
rameswarabihara,ରାମେଶ୍ୱରବିହାର
lipan,ଲିପନ୍
kahibasaha,କହିବାସହ
sansarinku,ସଂସାରୀଙ୍କୁ
nabameedina,ନବମୀଦିନ
patakathaku,ପଟକଥାକୁ
neetiaadarshaku,ନୀତିଆଦର୍ଶକୁ
buletinare,ବୁଲେଟିନରେ
bolgadara,ବୋଲଗଡ଼ର
namwarare,ନମ୍ୱରରେ
jangadarare,ଜଙ୍ଗଦାରରେ
smrutibhabanara,ସ୍ମୃତିଭବନର
mrutasarpaku,ମୃତସର୍ପକୁ
subinspectornku,ସବଇନସ୍ପେକ୍ଟରଙ୍କୁ
anchalamana,ଅଞ୍ଚଳମାନ
iningsaku,ଇନିଂସକୁ
athamallika,ଆଠମଲ୍ଲିକ
pattanam,ପଟ୍ଟନମ୍
andalanaru,ଆନ୍ଦାଳନରୁ
badalibani,ବଦଳିବନି
baghua,ବାଘୁଆ
prashantababunijara,ପ୍ରଶାନ୍ତବାବୁନିଜର
aakautaru,ଆକାଉଟରୁ
bhaibhagaku,ଭାଇଭାଗକୁ
anamanka,ଅନାମଙ୍କ
sadakamanankare,ସଡ଼କମାନଙ୍କରେ
pakajaithile,ପକାଯାଇଥିଲେ
bhangibeni,ଭାଙ୍ଗିବେନି
malaysium,ମାଲେସିୟମ୍
jenting,ଜେଣ୍ଟିଂ
lekhibu,ଲେଖିବୁ
khande,ଖାଣ୍ଡେ
galua,ଗଲୁଆ
subuddhiraya,ସୁବୁଦ୍ଧିରାୟ
saunasar,ସୌନସର୍
acharanabidh,ଆଚରଣବିଧ
ganuthila,ଗଣୁଥିଲା
briden,ବ୍ରିଡେନ
maridiajaithila,ମାରିଦିଆଯାଇଥିଲା
dhubelare,ଧୁବେଲାରେ
anagulaku,ଅନଗୁଳକୁ
nahoipariba,ନହୋଇପାରିବ
unforced,ଅନ୍ଫୋର୍ସଡ୍
singbhoi,ସିଂଭୋଇ
madhyabitta,ମଧ୍ୟବିତ୍ତ
pandurishila,ପାଣ୍ଡୁରିଶିଲା
jorajabarasta,ଜୋରଜବରସ୍ତ
marjya,ମର୍ଯ୍ୟ
abdullanku,ଅବ୍ଦୁଲ୍ଲାଙ୍କୁ
malahotranku,ମାଲହୋତ୍ରାଙ୍କୁ
bansheedharaku,ବଂଶୀଧରକୁ
ibadata,ଇବାଦତ
mahadurneeti,ମହାଦୁର୍ନୀତି
iyuru,ଇୟୁରୁ
disisi,ଡ଼ିସିସି
dasakarma,ଦଶକର୍ମ
stantine,ଷ୍ଟାଣ୍ଟାଇନ୍
pashani,ପାଷାଣୀ
phestibhalaku,ଫେଷ୍ଟିଭାଲକୁ
krayashaktire,କ୍ରୟଶକ୍ତିରେ
aakashatatwa,ଆକାଶତତ୍ତ୍ୱ
labharajanka,ଲଭରାଜଙ୍କ
masumanka,ମାସୁମାଙ୍କ
baharichhu,ବାହାରିଛୁ
dharmasabhaku,ଧର୍ମସଭାକୁ
aakrusthataa,ଆକୃଷ୍ଠତା
trinamool,ତୃଣମୂଲ
shreemandire,ଶ୍ରୀମନ୍ଦିରେ
mariparinahanti,ମାରିପାରିନାହାନ୍ତି
pranabanada,ପ୍ରଣବନାଦ
vegetables,ଭେଜିଟେବଲସ୍
jhaunligala,ଝାଉଁଳିଗଲା
fif,ଫିଫ୍
linalenku,ଲିନଲେଙ୍କୁ
machgad,ମାଛଗଡ
padinathila,ପଡିନଥିଲା
shasanakartanka,ଶାସନକର୍ତ୍ତାଙ୍କ
leukomia,ଲ୍ୟୁକୋମିଆ
sunaposhi,ସୁନାପୋଷି
nuanai,ନୂଆନଇ
kamalakrishna,କମଳାକୃଷ୍ଣ
saitananku,ସଇତାନଙ୍କୁ
montenegra,ମୋଣ୍ଟେନେଗ୍ରା
daaa,ଦାଆ
pahantaru,ପାହାନ୍ତାରୁ
nachakhiba,ନଚାଖିବ
urdhwu,ଉର୍ଦ୍ଧ୍ୱୁ
gecl,ଜିଇସିଏଲ
visualization,ଭିଜୁଆଲାଇଜେସନ୍
melabarnaku,ମେଲବର୍ଣ୍ଣକୁ
milithula,ମିଳିଥୁଲା
phebriksare,ଫେବ୍ରିକ୍ସରେ
jamibadiru,ଜମିବାଡିରୁ
ehsaan,ଏହେସାନ୍
bulletproof,ବୁଲେଟପ୍ରୁଫ
tinigoti,ତିନିଗୋଟି
seemitataaku,ସୀମିତତାକୁ
sanjulata,ସଞ୍ଜୁଲତା
leelabainka,ଲୀଲାବାଇଙ୍କ
kokoli,କୋକୋଲି
mcdonalder,ମ୍ୟାକଡୋନାଲ୍ଡର
debadedeenka,ଦେବଦେଦୀଙ୍କ
odapadare,ଓଡ଼ାପଡ଼ାରେ
jamirankatharu,ଜମିରଙ୍କଠାରୁ
aaunsha,ଆଉଁଶା
jhiyunka,ଝିୟୁଙ୍କ
pacheichanti,ପଛେଇଛନ୍ତି
bigrahagudiku,ବିଗ୍ରହଗୁଡିକୁ
soundajyarkarana,ସୌନ୍ଦଯ୍ୟର୍କରଣ
niteshri,ନିତେଶ୍ରୀ
patragudaku,ପତ୍ରଗୁଡ଼ାକୁ
gajakshmi,ଗଜକ୍ଷ୍ମୀ
panchkhand,ପାଞ୍ଚଖଣ୍ଡ
ubeda,ଉବେଦ
sanitizer,ସାନିଟାଇଜରର
neijaipara,ନେଇଯାଇପାର
suprimonku,ସୁପ୍ରିମୋଙ୍କୁ
pumi,ପୁମି
paridele,ପାରିଦେଲେ
subinijogare,ସୁବିନିଯୋଗରେ
infectioneru,ଇନଫେକ୍ସନରୁ
dempo,ଡେମ୍ପୋ
shilaku,ଶିଳକୁ
abadananku,ଅବଦାନଙ୍କୁ
filmcityra,ଫିଲ୍ମସିଟିର
udbhabakare,ଉଦ୍ଭାବକରେ
atithyanath,ଆତିଥ୍ୟନାଥ
jhupudipada,ଝୁପୁଡିପଡା
sajithae,ସାଜିଥାଏ
sahajpur,ସାହାଜପୁର
lioneenka,ଲିଓନୀଙ୍କ
sasimouli,ଶଶିମୌଳି
gobilanka,ଗୋବିଲଙ୍କ
shyamachandapatanare,ଶ୍ୟାମଚାନ୍ଦପାଟଣାରେ
hitadhareenku,ହିତଧାରୀଙ୍କୁ
khasuchanti,ଖସୁଛନ୍ତି
rapatinka,ରପତିଙ୍କ
tiringa,ତିରିଙ୍ଗ
moradabadaru,ମୋରାଦାବାଦରୁ
astramantra,ଅସ୍ତ୍ରମନ୍ତ୍ର
khristacharcha,ଖ୍ରିଷ୍ଟଚର୍ଚ
kanamunda,କାନମୁଣ୍ଡା
milibanahin,ମିଳିବନାହିଁ
openeration,ଅପନରେସନ୍
jabatimane,ଯବତୀମାନେ
shebashramaku,ଶେବାଶ୍ରମକୁ
paketamaratharu,ପକେଟମାରଠାରୁ
aathagadasthita,ଆଠଗଡସ୍ଥିତ
chiracharitabhabe,ଚିରାଚରିତଭାବେ
bayukhetra,ବାୟୁକ୍ଷେତ୍ର
dhrubendra,ଧୃବେନ୍ଦ୍ର
rupalinka,ରୁପାଲୀଙ୍କ
ketawe,କେତୱେ
asahayabruddha,ଅସହାୟବୃଦ୍ଧ
swatantrasthana,ସ୍ବତନ୍ତ୍ରସ୍ଥାନ
bibaadagrasta,ବିବାଦଗ୍ରସ୍ତ
magaithile,ମାଗାଇଥିଲେ
kareki,କରେକି
oharigala,ଓହରିଗଲା
melaghutu,ମେଲଘୁଟୁ
nuinka,ନୁଇଙ୍କ
narayanamurtti,ନାରାୟଣମୂର୍ତ୍ତି
bhiral,ଭିରାଲ୍
samarga,ସମର୍ଗ
rastranetanka,ରାଷ୍ଟ୍ରନେତାଙ୍କ
matias,ମାତିଆସ୍
amitashahanka,ଅମିତଶାହାଙ୍କ
malatharu,ମଳଠାରୁ
prancer,ପ୍ରାନ୍ସର
dishichhanti,ଦିଶିଛନ୍ତି
kutakhandake,କୁଟାଖଣ୍ଡକେ
bhagabyabasaya,ଭାଗବ୍ୟବସାୟ
praharira,ପ୍ରହରୀର
disanayake,ଦିସାନାୟକେ
jhulipadichhanti,ଝୁଲିପଡିଛନ୍ତି
aitihyasthali,ଐତିହ୍ୟସ୍ଥଳି
mustijoddhamane,ମୁଷ୍ଟିଯୋଦ୍ଧାମାନେ
matsajibeemananku,ମତ୍ସଜିବୀମାନଙ୍କୁ
ehibishayare,ଏହିବିଷୟରେ
byabastita,ବ୍ୟବସ୍ତିତ
cccl,ସିସିସିଏଲ୍
pratidwandeenka,ପ୍ରତିଦ୍ୱନ୍ଦୀଙ୍କ
daitiree,ଦୈତିରୀ
tdp,ଟିଡିପି
prakashajyoti,ପ୍ରକାଶଜ୍ୟୋତି
satelaitku,ସାଟେଲାଇଟ୍କୁ
tipile,ଟିପିଲେ
epfor,ଇପିଏଫ୍ଓର
annalaxmi,ଅନ୍ନଲକ୍ଷ୍ମୀ
polei,ପୋଲେଇ
lidarabhabe,ଲିଡରଭାବେ
contigenter,କଂଟିଜେଣ୍ଟର
kebanda,କେବାନ୍ଦା
suhau,ସୁହାଉ
chaudwararu,ଚୌଦ୍ବାରରୁ
praheteenku,ପ୍ରହେତୀଙ୍କୁ
radharani,ରାଧାରଣୀ
kebre,କେବ୍ରେ
samparkiyankatharu,ସମ୍ପର୍କୀୟଙ୍କଠାରୁ
snehasheela,ସ୍ନେହଶୀଳା
jaole,ଜାଓଲେ
tribhandram,ତ୍ରିଭାନ୍ଦ୍ରମ
nyaraku,ନ୍ୟାରାକୁ
bandhukati,ବନ୍ଧୁକଟି
ukshyarakhi,ଉକ୍ଷ୍ୟରଖି
upadesharu,ଉପଦେଶରୁ
bakure,ବାକୁରେ
sarpot,ସର୍ପୋଟ୍
yumesh,ୟୁମେଶ
debacharana,ଦେବଚରଣ
sushamajinkara,ସୁଷମାଜୀଙ୍କର
karjyalayaraepari,କାର୍ଯ୍ୟାଳୟରଏପରି
diggikara,ଦିଗ୍ଗିକର
purnakara,ପୂର୍ଣ୍ଣକର
purunamananka,ପୁରୁଣାମାନଙ୍କ
lapanga,ଲପଙ୍ଗା
pegasus,ପେଗାସୁସ୍
danabhe,ଦାନଭେ
gyanodaya,ଜ୍ଞାନୋଦୟ
agabhira,ଅଗଭୀର
phasiparanti,ଫସିପାରନ୍ତି
swachapanipain,ସ୍ୱଚ୍ଛପାଣିପାଇଁ
maninathanti,ମାନିନଥାନ୍ତି
prathamara,ପ୍ରଥମାର
katrukarjya,କତୃକାର୍ଯ୍ୟ
pariskruta,ପରିସ୍କୃତ
chamatkaritharu,ଚମତ୍କାରୀଠାରୁ
seeteshaku,ସୀତେଶକୁ
baliamunduli,ବାଲିଆମୁଣ୍ଡୁଳି
injeti,ଇଞ୍ଜେତି
dadwararajya,ଦଦ୍ୱାରାରାଜ୍ୟ
sariba,ସାରିବ
sundernagar,ସୁନ୍ଦରନଗର
sipasarubalire,ସିପସରୁବାଲିରେ
halogenic,ହାଲୋଜେନିକ
bichhinna,ବିଛିନ୍ନା
bishranti,ବିଶ୍ରାନ୍ତି
aadhunikeekaranaku,ଆଧୁନିକୀକରଣକୁ
thikanaheena,ଠିକଣାହୀନ
prateekhyalayara,ପ୍ରତୀକ୍ଷାଳୟର
manoranjananka,ମନୋରଂଜନଙ୍କ
sarbabruhata,ସର୍ବବୃହତ
trafordthare,ଟ୍ରାଫୋର୍ଡଠାରେ
bhael,ଭାଏଲ୍
botale,ବୋତଲେ
balakotatharu,ବାଲାକୋଟଠାରୁ
sagarmal,ସାଗରମଲ୍
praibheseeku,ପ୍ରାଇଭେସୀକୁ
lekhunahanti,ଲେଖୁନାହାନ୍ତି
pitamatankathu,ପିତାମାତାଙ୍କଠୁ
barshatia,ବର୍ଷାତିଆ
gudare,ଗୁଡ଼ାରେ
dudhasaraman,ଦୁଧସରମାନ
nastakarajaechhi,ନଷ୍ଟକରାଯାଇଛି
shyamkumar,ଶ୍ୟାମକୁମାର
hitanshu,ହିତାଂଶୁ
aisisire,ଆଇସିସିରେ
infortility,ଇନଫର୍ଟିଲିଟି
barakoolare,ବରକୂଳରେ
luciana,ଲୁସିୟାନା
sultant,ସଲଟାଣ୍ଟ୍
pheneibare,ଫେଣେଇବାରେ
kuturanka,କୁଟୁରାଙ୍କ
rajguruani,ରାଜଗୁରୁଆଣୀ
manakinineithile,ମନକିଣିନେଇଥିଲେ
pouradhakhyanka,ପୌରାଧକ୍ଷଙ୍କ
juni,ଜୁନି
redakrasare,ରେଡକ୍ରସରେ
atitara,ଅତୀତର
puanibara,ପୁଆଁଇବାର
bandaibaku,ବନ୍ଦାଇବାକୁ
pakeiba,ପକେଇବ
dakhinatyaku,ଦାକ୍ଷିଣାତ୍ୟକୁ
kreedangana,କ୍ରୀଡାଙ୍ଗନ
bhababadeenka,ଭାବବାଦୀଙ୍କ
banishka,ବନିଷ୍କା
aarohinkatharu,ଆରୋହୀଙ୍କଠାରୁ
sujhuchhi,ସୁଝୁଛି
sikhantu,ସିଖନ୍ତୁ
bicharaprakriya,ବିଚାରପ୍ରକ୍ରିୟା
pressurised,ପ୍ରେସରାଇଜଡ଼୍
amarakantakaru,ଅମରକଣ୍ଟକରୁ
pratisthata,ପ୍ରତିଷ୍ଠତା
jogaru,ଯୋଗରୁ
sukarigara,ସୁକାରିଗର
jhumanti,ଝୁମନ୍ତି
deideuthiba,ଦେଇଦେଉଥିବା
barikinku,ବାରିକିଙ୍କୁ
drurbutta,ଦୃର୍ବୁତ୍ତ
jeunthareki,ଯେଉଁଠାରେକି
prabesara,ପ୍ରବେଶର
rmane,ର୍ମାନେ
ranchalara,ରାଞ୍ଚଳର
anbumani,ଅନ୍ବୁମଣି
swameedebatanku,ସ୍ୱାମୀଦେବତାଙ୍କୁ
swastabhabe,ସ୍ୱଷ୍ଟଭାବେ
tekuchanti,ଟେକୁଛନ୍ତି
parthibha,ପାର୍ଥିଭ
tyango,ଟ୍ୟାଙ୍ଗୋ
dharitrira,ଧରିତ୍ରୀର
brahmapureera,ବ୍ରହ୍ମପୁରୀର
tekuthila,ଟେକୁଥିଲା
raghudasara,ରଘୁଦାସର
kobal,କୋବଳ
patranka,ପତ୍ରାଙ୍କ
mahatmagana,ମହାତ୍ମାଗଣ
nagarikabrunda,ନାଗରିକବୃନ୍ଦ
viedablyunku,ଭିଏଡବ୍ଲ୍ୟୁଙ୍କୁ
kushabasanka,କୁଶବାସଙ୍କ
apaharanakareenka,ଅପହରଣକାରୀଙ୍କ
rahithilemadhya,ରହିଥିଲେମଧ୍ୟ
saresh,ସରେଶ
chhuinjaithila,ଛୁଇଁଯାଇଥିଲା
niyantranarakhantu,ନିୟନ୍ତ୍ରଣରଖନ୍ତୁ
burutal,ବୁରୁତାଲ
dekhinebara,ଦେଖିନେବାର
trinathanku,ତ୍ରିନାଥଙ୍କୁ
kamatura,କାମାତୁରା
kargudikar,କାରଗୁଡିକର
puneira,ପୁନେଇର
meramunduli,ମେରାମୁଣ୍ଡୁଳି
pratisedha,ପ୍ରତିଷେଧ
janiparichu,ଜାଣିପାରିଛୁ
raurkola,ରାଉରକୋଲା
boumane,ବୋଉମାନେ
lokasanskrutira,ଲୋକସଂସ୍କୃତିର
khainahanti,ଖାଇନାହାଁନ୍ତି
sindhikata,ସିନ୍ଧିକଟା
darshajiba,ଦର୍ଶାଯିବା
usukauthanti,ଉସୁକାଉଥାନ୍ତି
sathikatara,ସଠିକତାର
darandi,ଦରାଣ୍ଡି
gadhiparile,ଗଢିପାରିଲେ
bhagabanka,ଭଗବାଙ୍କ
sandilanku,ସାଣ୍ଡିଲଙ୍କୁ
samparkiya,ସମ୍ପର୍କିୟା
nirlaj,ନିର୍ଲଜ
nirmanatharu,ନିର୍ମାଣଠାରୁ
sahakarmee,ସହକର୍ମୀ
sistaranku,ସିଷ୍ଟରଙ୍କୁ
flittre,ଫ୍ଲିଟରେ
padhinti,ପଢିନ୍ତି
badyabadala,ବାଦ୍ୟବାଦଳ
debaliya,ଦେବାଳିୟା
kundalire,କୁଣ୍ଡଳିରେ
duikanya,ଦୁଇକନ୍ୟା
sunithante,ଶୁଣିଥାନ୍ତେ
surjyadebankara,ସୂର୍ଯ୍ୟଦେବଙ୍କର
bisphoranasthalaru,ବିସ୍ଫୋରଣସ୍ଥଳରୁ
pandara,ପାଣ୍ଡରା
shyamababu,ଶ୍ୟାମାବାବୁ
ragithile,ରାଗିଥିଲେ
formais,ଫର୍ମାଇସ୍
randiathare,ରାନ୍ଦିଆଠାରେ
mahatwapurna,ମହତ୍ବପୂର୍ଣ୍ଣ
rakhyasendra,ରାକ୍ଷସେନ୍ଦ୍ର
chhotapilati,ଛୋଟପିଲାଟି
someprakash,ସୋମପ୍ରକାଶ
brahnachaaree,ବ୍ରହ୍ଣଚାରୀ
madhubanti,ମଧୁବନ୍ତୀ
kholiparithae,ଖୋଲିପାରିଥାଏ
baijantanka,ବୈଜନ୍ତଙ୍କ
bambori,ବାମ୍ବୋରି
hrudayakamala,ହୃଦୟକମଳ
mudalsar,ମୁଦଲସର
kumarkrishna,କୁମାରକୃଷ୍ଣ
milaparuni,ମିଳପାରୁନି
khanibirodhi,ଖଣିବିରୋଧି
banchu,ବଞ୍ଚୁ
bikhyobhakareenkatharu,ବିକ୍ଷୋଭକାରୀଙ୍କଠାରୁ
kishora,କିଶୋରା
krantimandaleeya,କ୍ରାନ୍ତିମଣ୍ଡଳୀୟ
bikarma,ବିକର୍ମ
bruttakarare,ବୃତ୍ତାକାରରେ
aadishaktinka,ଆଦିଶକ୍ତିଙ୍କ
janaini,ଜଣାଇନି
sithu,ସିଠୁ
saphtaweraku,ସଫ୍ଟୱେରକୁ
guilin,ଗୁଇଲିନ୍
antitripsin,ଆଣ୍ଟିଟ୍ରିପସିନ
galapare,ଗଲାପରେ
motorboat,ମୋଟରବୋଟ
parbatarohimane,ପର୍ବତାରୋହୀମାନେ
qm,କ୍ୟୁଏମ୍
trikonaru,ତ୍ରିକୋଣରୁ
dhoisarile,ଧୋଇସାରିଲେ
tupul,ତୁପୁଲ
magaibe,ମଗାଇବେ
samasasya,ସମସସ୍ୟା
thathamama,ଥାଥାମାମା
lanus,ଲାନସ
citruses,ସାଇଟ୍ରସ
deshmar,ଦେଶମର
pujahoi,ପୂଜାହୋଇ
baiba,ବାଇବା
nibeshakaree,ନିବେଶକାରୀ
deriheba,ଡେରିହେବା
nasare,ନାସରେ
karjyata,କାର୍ଯ୍ୟଟା
wiga,ୱିଗ
benkaya,ବେଙ୍କୟା
chahnithibabele,ଚାହିଁଥିବାବେଳେ
ranasinghe,ରଣସିଂହେ
rabis,ରବିସ୍
syllabus,ସିଲାବସ
lagunku,ଲାଗୁଙ୍କୁ
arunanchalapradesha,ଅରୁଣାଞ୍ଚଳପ୍ରଦେଶ
mrutadehanka,ମୃତଦେହଙ୍କ
medalist,ମେଡାଲିଷ୍ଟ
nashubhibara,ନଶୁଭିବାର
jemimah,ଜେମିମା
kaberira,କାବେରୀର
kulange,କୁଳାଙ୍ଗେ
preetiku,ପ୍ରୀତିକୁ
snatakattara,ସ୍ନାତକତ୍ତର
jenapur,ଜେନାପୁରର
aphasananka,ଅଫସାନାଙ୍କ
mullamane,ମୁଲ୍ଲାମାନେ
baltistan,ବାଲ୍ଟିସ୍ଥାନ
falaknamar,ଫାଲକନାମାର
bebartanku,ବେବର୍ତ୍ତାଙ୍କୁ
lakhyapatha,ଲକ୍ଷ୍ୟପଥ
beeraputraku,ବୀରପୁତ୍ରକୁ
bathtub,ବାଥଟବ୍
debahalaru,ଦେବାହାଲରୁ
sakhyatakara,ସକ୍ଷାତକାର
kundupuru,କୁନ୍ଦୁପୁରୁ
nibita,ନିବିତା
dheereidihi,ଧୀରେଇଡିହି
purbabhagaku,ପୂର୍ବଭାଗକୁ
choranti,ଚୋରାନ୍ତି
mahishaku,ମହିଷକୁ
chattarjinku,ଚାଟ୍ଟାର୍ଜୀଙ୍କୁ
madhukhyara,ମଧୁକ୍ଷରା
bhijaithile,ଭିଜାଇଥିଲେ
purbaratiru,ପୂର୍ବରାତିରୁ
pureebaseenku,ପୁରୀବାସୀଙ୍କୁ
bhaiba,ଭାଇବା
habudi,ହାବୁଡ଼ି
thakankatharu,ଠକଙ୍କଠାରୁ
binupada,ବିନୁପଦ
shrisudarshanankara,ଶ୍ରୀସୁଦର୍ଶନଙ୍କର
nidhiaberana,ନିଧିଆବେରଣା
mahulapalire,ମହୁଲପାଲିରେ
himaskhalanare,ହିମସ୍ଖଳନରେ
chalijathile,ଚାଲିଯାଥିଲେ
dwandara,ଦ୍ବନ୍ଦର
hrudayapatare,ହୃଦୟପଟରେ
mamali,ମାମାଲି
panditasabha,ପଣ୍ଡିତସଭା
inderpur,ଇନ୍ଦ୍ରପୁରର
jagatsinghpur,ଜଗତସିଂହପୁର
parishra,ପରିଶ୍ର
karipara,କରିପାର
gaimane,ଗାଇମାନେ
chaukaseenkara,ଚୌକସୀଙ୍କର
bodhata,ବୋଧତା
ramdaspur,ରାମଦାସ୍ପୁର
lalua,ଲାଲୁଆ
pankaji,ପଙ୍କଜି
dhapare,ଧାପରେ
dekhahaba,ଦେଖାହବ
chandradeipur,ଚନ୍ଦ୍ରାଦେଇପୁରର
smrutipeethara,ସ୍ମୃତିପୀଠର
jaladasyumane,ଜଳଦସ୍ୟୁମାନେ
digaru,ଡିଗାରୁ
murarira,ମୁରାରୀର
bhushudipadiba,ଭୁଶୁଡ଼ିପଡ଼ିବା
daitamane,ଦଇତାମାନେ
nishkasanahebare,ନିଷ୍କାସନହେବାରେ
palatisarithiba,ପାଲଟିସାରିଥିବା
lebelinga,ଲେବେଲିଙ୍ଗ
harathibabele,ହରାଥିବାବେଳେ
naswara,ନସ୍ୱର
swapnanka,ସ୍ୱପ୍ନାଙ୍କ
amrutababani,ଅମୃତବବାଣୀ
karnataki,କର୍ଣ୍ଣାଟକି
avangard,ଆଭାନଗାର୍ଡ
opener,ଓପନର
arantangi,ଅରନ୍ତାଙ୍ଗି
lodhabandh,ଲୋଧାବନ୍ଧ
kanyashramagudika,କନ୍ୟାଶ୍ରମଗୁଡିକ
simanjal,ସିମାଞ୍ଜଳ
malatyagapain,ମଳତ୍ୟାଗପାଇଁ
andolaku,ଆନ୍ଦୋଳକୁ
mabedana,ମବେଦନା
bibashata,ବିବଶତା
pitarsabargathare,ପିଟର୍ସବର୍ଗଠାରେ
bibhagapain,ବିଭାଗପାଇଁ
disimilaku,ଡିସିମିଲକୁ
kubet,କୁବେତ୍
krri,କେଆରଆଇ
aviant,ଏଭିଏଣ୍ଟ
janaidianti,ଜଣାଇଦିଅନ୍ତି
culiser,କ୍ୟୁଲାଇଜର
sujiba,ସୁଜିବା
gatisheelataare,ଗତିଶୀଳତାରେ
uhanabasi,ଉହାନବାସୀ
ehadhika,ଏହାଧିକ
badrohi,ବଦ୍ରୋହୀ
gurubai,ଗୁରୁବାଇ
lichire,ଲିଚିରେ
puratanrogar,ପୁରାତନରୋଗର
mbadika,ମ୍ବାଦିକ
jamidarire,ଜମିଦାରୀରେ
paripurakataku,ପରିପୂରକତାକୁ
pretanka,ପ୍ରେତଙ୍କ
parbati,ପାର୍ବତି
aecom,ଏଇସିଓଏମ
mobilephonere,ମୋବାଇଲଫୋନରେ
gabapentin,ଗାବାପେଣ୍ଟିନ
karmitharu,କର୍ମୀଠାରୁ
gurunthire,ଗୁରୁଣ୍ଠିରେ
susthyakendrare,ସୁସ୍ଥ୍ୟକେନ୍ଦ୍ରରେ
murari,ମୁରାରୀ
agrasenanka,ଅଗ୍ରସେନଙ୍କ
adibasimela,ଆଦିବାସୀମେଳା
randra,ରନ୍ଦ୍ର
pourushajukta,ପୌରୁଷଯୁକ୍ତ
pitunku,ପିତୁଙ୍କୁ
kidanire,କିଡନିରେ
pramara,ପ୍ରମର
shikhyadhikarinka,ଶିକ୍ଷାଧିକାରିଙ୍କ
madhyana,ମଧ୍ୟନ
manamohithiba,ମନମୋହିଥିବା
experience,ଏକ୍ସପେରିଏନ୍ସ
niyamitikarana,ନିୟମିତୀକରଣ
mutunaguda,ମୁତୁନଗୁଡା
chetichhi,ଚେତିଛି
saliankara,ସାଲିଆଙ୍କର
selamananku,ସେଲମାନଙ୍କୁ
ogalibe,ଓଗାଳିବେ
mahalabishista,ମହଲାବିଶିଷ୍ଟ
dakhalakareenka,ଦଖଲକାରୀଙ୍କ
comio,କୋମିଓ
bishnupriyanagarara,ବିଷ୍ଣୁପ୍ରିୟାନଗରର
adilakshmi,ଆଦିଲକ୍ଷ୍ମୀ
